t test_acc train_acc W_norm W_2_norm b_norm b_2_norm Z_2_norm time
3314 8.6340e-01 8.8505e-01 1.5088e+01 7.0045e+00 6.4106e+00 2.7363e-01 4.8249e+04 1.6935e+02
3315 8.6280e-01 8.8495e-01 1.5091e+01 7.0085e+00 6.4186e+00 2.7397e-01 4.8245e+04 1.6940e+02
3316 8.6320e-01 8.8493e-01 1.5091e+01 7.0136e+00 6.4234e+00 2.7231e-01 4.8255e+04 1.6945e+02
3317 8.6340e-01 8.8482e-01 1.5095e+01 7.0144e+00 6.4237e+00 2.6991e-01 4.8260e+04 1.6950e+02
3318 8.6340e-01 8.8470e-01 1.5093e+01 7.0144e+00 6.4245e+00 3.2782e-01 4.8268e+04 1.6955e+02
3319 8.6380e-01 8.8465e-01 1.5095e+01 7.0112e+00 6.4297e+00 3.1931e-01 4.8263e+04 1.6960e+02
3320 8.6420e-01 8.8498e-01 1.5095e+01 7.0132e+00 6.4363e+00 4.4692e-01 4.8276e+04 1.6964e+02
3321 8.6360e-01 8.8485e-01 1.5098e+01 7.0165e+00 6.4299e+00 3.7377e-01 4.8282e+04 1.6969e+02
3322 8.6340e-01 8.8503e-01 1.5098e+01 7.0159e+00 6.4295e+00 3.8083e-01 4.8289e+04 1.6974e+02
3323 8.6320e-01 8.8490e-01 1.5101e+01 7.0171e+00 6.4277e+00 3.5373e-01 4.8304e+04 1.6979e+02
3324 8.6300e-01 8.8493e-01 1.5103e+01 7.0151e+00 6.4242e+00 3.7063e-01 4.8301e+04 1.6984e+02
3325 8.6280e-01 8.8495e-01 1.5104e+01 7.0181e+00 6.4234e+00 3.2008e-01 4.8308e+04 1.6989e+02
3326 8.6400e-01 8.8520e-01 1.5106e+01 7.0184e+00 6.4235e+00 2.6153e-01 4.8305e+04 1.6994e+02
3327 8.6420e-01 8.8543e-01 1.5109e+01 7.0176e+00 6.4273e+00 2.3615e-01 4.8303e+04 1.6998e+02
3328 8.6380e-01 8.8530e-01 1.5112e+01 7.0190e+00 6.4228e+00 2.6493e-01 4.8322e+04 1.7003e+02
3329 8.6400e-01 8.8552e-01 1.5119e+01 7.0226e+00 6.4233e+00 2.2813e-01 4.8308e+04 1.7008e+02
3330 8.6320e-01 8.8542e-01 1.5122e+01 7.0258e+00 6.4236e+00 2.1644e-01 4.8323e+04 1.7013e+02
3331 8.6400e-01 8.8552e-01 1.5121e+01 7.0276e+00 6.4299e+00 2.5951e-01 4.8306e+04 1.7018e+02
3332 8.6360e-01 8.8567e-01 1.5122e+01 7.0278e+00 6.4340e+00 3.1099e-01 4.8317e+04 1.7023e+02
3333 8.6280e-01 8.8562e-01 1.5123e+01 7.0243e+00 6.4344e+00 3.1662e-01 4.8316e+04 1.7028e+02
3334 8.6280e-01 8.8555e-01 1.5121e+01 7.0225e+00 6.4426e+00 3.6496e-01 4.8338e+04 1.7033e+02
3335 8.6260e-01 8.8542e-01 1.5126e+01 7.0191e+00 6.4462e+00 3.4695e-01 4.8346e+04 1.7038e+02
3336 8.6280e-01 8.8555e-01 1.5130e+01 7.0160e+00 6.4391e+00 3.5714e-01 4.8354e+04 1.7042e+02
3337 8.6320e-01 8.8537e-01 1.5131e+01 7.0170e+00 6.4443e+00 3.8981e-01 4.8354e+04 1.7047e+02
3338 8.6340e-01 8.8553e-01 1.5128e+01 7.0187e+00 6.4479e+00 3.7991e-01 4.8347e+04 1.7052e+02
3339 8.6420e-01 8.8557e-01 1.5125e+01 7.0216e+00 6.4467e+00 4.0200e-01 4.8346e+04 1.7057e+02
3340 8.6380e-01 8.8577e-01 1.5126e+01 7.0228e+00 6.4451e+00 4.2541e-01 4.8353e+04 1.7062e+02
3341 8.6420e-01 8.8565e-01 1.5133e+01 7.0237e+00 6.4436e+00 4.9115e-01 4.8359e+04 1.7067e+02
3342 8.6340e-01 8.8548e-01 1.5135e+01 7.0249e+00 6.4419e+00 4.3842e-01 4.8366e+04 1.7072e+02
3343 8.6320e-01 8.8538e-01 1.5138e+01 7.0233e+00 6.4323e+00 4.6923e-01 4.8376e+04 1.7077e+02
3344 8.6320e-01 8.8562e-01 1.5141e+01 7.0209e+00 6.4331e+00 3.8372e-01 4.8366e+04 1.7082e+02
3345 8.6360e-01 8.8578e-01 1.5144e+01 7.0267e+00 6.4398e+00 4.2533e-01 4.8371e+04 1.7086e+02
3346 8.6340e-01 8.8578e-01 1.5145e+01 7.0213e+00 6.4431e+00 3.7113e-01 4.8369e+04 1.7091e+02
3347 8.6380e-01 8.8577e-01 1.5146e+01 7.0215e+00 6.4444e+00 3.6712e-01 4.8377e+04 1.7096e+02
3348 8.6380e-01 8.8560e-01 1.5147e+01 7.0185e+00 6.4472e+00 3.2199e-01 4.8375e+04 1.7101e+02
3349 8.6440e-01 8.8588e-01 1.5152e+01 7.0204e+00 6.4416e+00 3.5422e-01 4.8369e+04 1.7106e+02
3350 8.6360e-01 8.8567e-01 1.5154e+01 7.0190e+00 6.4451e+00 3.8771e-01 4.8372e+04 1.7111e+02
3351 8.6360e-01 8.8535e-01 1.5155e+01 7.0213e+00 6.4528e+00 2.8568e-01 4.8379e+04 1.7116e+02
3352 8.6300e-01 8.8528e-01 1.5151e+01 7.0215e+00 6.4505e+00 2.8088e-01 4.8380e+04 1.7121e+02
3353 8.6320e-01 8.8558e-01 1.5145e+01 7.0211e+00 6.4498e+00 3.1667e-01 4.8376e+04 1.7125e+02
3354 8.6340e-01 8.8588e-01 1.5146e+01 7.0172e+00 6.4478e+00 3.8856e-01 4.8369e+04 1.7130e+02
3355 8.6300e-01 8.8575e-01 1.5149e+01 7.0187e+00 6.4450e+00 3.3970e-01 4.8382e+04 1.7135e+02
3356 8.6320e-01 8.8568e-01 1.5149e+01 7.0221e+00 6.4462e+00 4.1845e-01 4.8386e+04 1.7140e+02
3357 8.6260e-01 8.8547e-01 1.5147e+01 7.0233e+00 6.4455e+00 4.8463e-01 4.8386e+04 1.7145e+02
3358 8.6260e-01 8.8573e-01 1.5148e+01 7.0234e+00 6.4475e+00 4.6465e-01 4.8394e+04 1.7150e+02
3359 8.6340e-01 8.8608e-01 1.5150e+01 7.0248e+00 6.4425e+00 4.4532e-01 4.8391e+04 1.7154e+02
3360 8.6360e-01 8.8587e-01 1.5150e+01 7.0258e+00 6.4481e+00 3.8882e-01 4.8390e+04 1.7159e+02
3361 8.6360e-01 8.8587e-01 1.5147e+01 7.0268e+00 6.4484e+00 4.1360e-01 4.8390e+04 1.7164e+02
3362 8.6320e-01 8.8578e-01 1.5155e+01 7.0254e+00 6.4455e+00 5.0610e-01 4.8396e+04 1.7169e+02
3363 8.6420e-01 8.8570e-01 1.5155e+01 7.0236e+00 6.4477e+00 4.9161e-01 4.8389e+04 1.7174e+02
3364 8.6360e-01 8.8587e-01 1.5160e+01 7.0192e+00 6.4503e+00 5.4116e-01 4.8399e+04 1.7179e+02
3365 8.6340e-01 8.8597e-01 1.5161e+01 7.0175e+00 6.4526e+00 5.1669e-01 4.8410e+04 1.7184e+02
3366 8.6320e-01 8.8605e-01 1.5160e+01 7.0212e+00 6.4527e+00 5.1638e-01 4.8419e+04 1.7189e+02
3367 8.6260e-01 8.8612e-01 1.5161e+01 7.0235e+00 6.4519e+00 5.8481e-01 4.8438e+04 1.7194e+02
3368 8.6280e-01 8.8592e-01 1.5168e+01 7.0255e+00 6.4546e+00 6.1245e-01 4.8424e+04 1.7199e+02
3369 8.6380e-01 8.8615e-01 1.5167e+01 7.0333e+00 6.4513e+00 5.5327e-01 4.8427e+04 1.7203e+02
3370 8.6300e-01 8.8633e-01 1.5164e+01 7.0276e+00 6.4481e+00 4.2296e-01 4.8451e+04 1.7208e+02
3371 8.6300e-01 8.8593e-01 1.5163e+01 7.0293e+00 6.4559e+00 4.4188e-01 4.8449e+04 1.7213e+02
3372 8.6360e-01 8.8607e-01 1.5163e+01 7.0283e+00 6.4658e+00 4.7905e-01 4.8445e+04 1.7218e+02
3373 8.6440e-01 8.8603e-01 1.5161e+01 7.0268e+00 6.4717e+00 4.0289e-01 4.8432e+04 1.7223e+02
3374 8.6400e-01 8.8622e-01 1.5159e+01 7.0247e+00 6.4731e+00 4.3381e-01 4.8455e+04 1.7228e+02
3375 8.6340e-01 8.8612e-01 1.5160e+01 7.0230e+00 6.4744e+00 4.3954e-01 4.8458e+04 1.7233e+02
3376 8.6340e-01 8.8615e-01 1.5165e+01 7.0253e+00 6.4725e+00 3.2529e-01 4.8451e+04 1.7237e+02
3377 8.6340e-01 8.8628e-01 1.5167e+01 7.0214e+00 6.4677e+00 3.5630e-01 4.8462e+04 1.7242e+02
3378 8.6340e-01 8.8612e-01 1.5165e+01 7.0221e+00 6.4710e+00 3.8524e-01 4.8470e+04 1.7247e+02
3379 8.6320e-01 8.8617e-01 1.5164e+01 7.0229e+00 6.4725e+00 3.4221e-01 4.8468e+04 1.7252e+02
3380 8.6380e-01 8.8617e-01 1.5158e+01 7.0221e+00 6.4703e+00 3.0943e-01 4.8468e+04 1.7257e+02
3381 8.6340e-01 8.8597e-01 1.5160e+01 7.0237e+00 6.4797e+00 3.2081e-01 4.8493e+04 1.7262e+02
3382 8.6360e-01 8.8587e-01 1.5162e+01 7.0265e+00 6.4882e+00 2.8774e-01 4.8475e+04 1.7267e+02
3383 8.6340e-01 8.8565e-01 1.5165e+01 7.0294e+00 6.4870e+00 3.6965e-01 4.8472e+04 1.7272e+02
3384 8.6380e-01 8.8597e-01 1.5161e+01 7.0261e+00 6.4838e+00 3.8503e-01 4.8479e+04 1.7277e+02
3385 8.6340e-01 8.8573e-01 1.5168e+01 7.0233e+00 6.4842e+00 2.8225e-01 4.8495e+04 1.7281e+02
3386 8.6360e-01 8.8575e-01 1.5172e+01 7.0239e+00 6.4825e+00 3.3687e-01 4.8497e+04 1.7286e+02
3387 8.6340e-01 8.8560e-01 1.5172e+01 7.0280e+00 6.4958e+00 3.2491e-01 4.8478e+04 1.7291e+02
3388 8.6340e-01 8.8583e-01 1.5170e+01 7.0288e+00 6.4887e+00 3.4896e-01 4.8499e+04 1.7296e+02
3389 8.6320e-01 8.8560e-01 1.5170e+01 7.0296e+00 6.4840e+00 4.8105e-01 4.8506e+04 1.7301e+02
3390 8.6300e-01 8.8553e-01 1.5171e+01 7.0314e+00 6.4904e+00 4.3384e-01 4.8498e+04 1.7306e+02
3391 8.6340e-01 8.8555e-01 1.5177e+01 7.0305e+00 6.4895e+00 4.4450e-01 4.8497e+04 1.7311e+02
3392 8.6320e-01 8.8578e-01 1.5177e+01 7.0324e+00 6.4907e+00 3.8106e-01 4.8502e+04 1.7316e+02
3393 8.6380e-01 8.8578e-01 1.5174e+01 7.0313e+00 6.4858e+00 4.1927e-01 4.8503e+04 1.7320e+02
3394 8.6320e-01 8.8555e-01 1.5173e+01 7.0268e+00 6.4819e+00 3.8908e-01 4.8495e+04 1.7325e+02
3395 8.6320e-01 8.8557e-01 1.5175e+01 7.0285e+00 6.4797e+00 3.2551e-01 4.8499e+04 1.7330e+02
3396 8.6340e-01 8.8548e-01 1.5180e+01 7.0354e+00 6.4830e+00 3.1996e-01 4.8501e+04 1.7335e+02
3397 8.6380e-01 8.8543e-01 1.5180e+01 7.0329e+00 6.4829e+00 2.8644e-01 4.8513e+04 1.7340e+02
3398 8.6420e-01 8.8545e-01 1.5179e+01 7.0254e+00 6.4801e+00 2.5804e-01 4.8510e+04 1.7345e+02
3399 8.6420e-01 8.8560e-01 1.5176e+01 7.0243e+00 6.4812e+00 2.9012e-01 4.8515e+04 1.7350e+02
3400 8.6280e-01 8.8558e-01 1.5176e+01 7.0231e+00 6.4820e+00 3.5997e-01 4.8513e+04 1.7354e+02
3401 8.6300e-01 8.8553e-01 1.5178e+01 7.0270e+00 6.4708e+00 3.2246e-01 4.8518e+04 1.7359e+02
3402 8.6340e-01 8.8552e-01 1.5180e+01 7.0291e+00 6.4713e+00 3.2215e-01 4.8520e+04 1.7364e+02
3403 8.6180e-01 8.8545e-01 1.5186e+01 7.0294e+00 6.4755e+00 3.6991e-01 4.8509e+04 1.7369e+02
3404 8.6180e-01 8.8552e-01 1.5186e+01 7.0296e+00 6.4772e+00 3.7225e-01 4.8503e+04 1.7374e+02
3405 8.6200e-01 8.8558e-01 1.5183e+01 7.0287e+00 6.4832e+00 3.7783e-01 4.8520e+04 1.7379e+02
3406 8.6240e-01 8.8557e-01 1.5181e+01 7.0307e+00 6.4829e+00 3.6033e-01 4.8532e+04 1.7383e+02
3407 8.6260e-01 8.8570e-01 1.5184e+01 7.0277e+00 6.4842e+00 3.4664e-01 4.8529e+04 1.7388e+02
3408 8.6260e-01 8.8575e-01 1.5182e+01 7.0265e+00 6.4894e+00 2.3729e-01 4.8532e+04 1.7393e+02
3409 8.6380e-01 8.8560e-01 1.5184e+01 7.0333e+00 6.4948e+00 2.9383e-01 4.8529e+04 1.7398e+02
3410 8.6320e-01 8.8557e-01 1.5179e+01 7.0311e+00 6.4959e+00 3.7088e-01 4.8528e+04 1.7403e+02
3411 8.6300e-01 8.8547e-01 1.5181e+01 7.0309e+00 6.4931e+00 3.7279e-01 4.8544e+04 1.7408e+02
3412 8.6280e-01 8.8582e-01 1.5183e+01 7.0295e+00 6.4954e+00 2.8575e-01 4.8556e+04 1.7413e+02
3413 8.6360e-01 8.8573e-01 1.5181e+01 7.0318e+00 6.4927e+00 2.9351e-01 4.8547e+04 1.7418e+02
3414 8.6260e-01 8.8567e-01 1.5172e+01 7.0313e+00 6.4894e+00 3.0600e-01 4.8558e+04 1.7423e+02
3415 8.6320e-01 8.8573e-01 1.5177e+01 7.0277e+00 6.4901e+00 3.2540e-01 4.8564e+04 1.7428e+02
3416 8.6340e-01 8.8572e-01 1.5184e+01 7.0272e+00 6.4849e+00 3.2086e-01 4.8564e+04 1.7432e+02
3417 8.6400e-01 8.8580e-01 1.5182e+01 7.0244e+00 6.4879e+00 3.9852e-01 4.8569e+04 1.7437e+02
3418 8.6260e-01 8.8560e-01 1.5187e+01 7.0246e+00 6.4840e+00 4.2341e-01 4.8573e+04 1.7442e+02
3419 8.6340e-01 8.8590e-01 1.5188e+01 7.0233e+00 6.4910e+00 4.3423e-01 4.8563e+04 1.7447e+02
3420 8.6380e-01 8.8597e-01 1.5183e+01 7.0224e+00 6.4992e+00 5.1260e-01 4.8567e+04 1.7452e+02
3421 8.6320e-01 8.8583e-01 1.5180e+01 7.0169e+00 6.4991e+00 4.6191e-01 4.8560e+04 1.7457e+02
3422 8.6320e-01 8.8567e-01 1.5181e+01 7.0171e+00 6.5026e+00 4.9123e-01 4.8544e+04 1.7462e+02
3423 8.6320e-01 8.8587e-01 1.5186e+01 7.0184e+00 6.5119e+00 5.5034e-01 4.8547e+04 1.7467e+02
3424 8.6320e-01 8.8587e-01 1.5188e+01 7.0185e+00 6.5118e+00 5.8525e-01 4.8546e+04 1.7472e+02
3425 8.6420e-01 8.8600e-01 1.5192e+01 7.0164e+00 6.5034e+00 5.4740e-01 4.8568e+04 1.7477e+02
3426 8.6360e-01 8.8580e-01 1.5194e+01 7.0135e+00 6.4991e+00 4.5544e-01 4.8568e+04 1.7482e+02
3427 8.6420e-01 8.8567e-01 1.5194e+01 7.0155e+00 6.4971e+00 4.7241e-01 4.8564e+04 1.7486e+02
3428 8.6400e-01 8.8597e-01 1.5198e+01 7.0112e+00 6.4974e+00 4.5997e-01 4.8583e+04 1.7491e+02
3429 8.6420e-01 8.8613e-01 1.5206e+01 7.0066e+00 6.4957e+00 3.8636e-01 4.8583e+04 1.7496e+02
3430 8.6380e-01 8.8603e-01 1.5211e+01 7.0078e+00 6.4980e+00 4.3984e-01 4.8567e+04 1.7501e+02
3431 8.6400e-01 8.8602e-01 1.5214e+01 7.0059e+00 6.4950e+00 3.8185e-01 4.8577e+04 1.7506e+02
3432 8.6420e-01 8.8593e-01 1.5211e+01 7.0078e+00 6.5037e+00 4.3669e-01 4.8586e+04 1.7511e+02
3433 8.6440e-01 8.8602e-01 1.5216e+01 7.0083e+00 6.5040e+00 4.2493e-01 4.8590e+04 1.7516e+02
3434 8.6460e-01 8.8595e-01 1.5225e+01 7.0104e+00 6.5045e+00 4.4533e-01 4.8619e+04 1.7520e+02
3435 8.6420e-01 8.8582e-01 1.5231e+01 7.0085e+00 6.5059e+00 3.7554e-01 4.8613e+04 1.7525e+02
3436 8.6440e-01 8.8572e-01 1.5228e+01 7.0075e+00 6.5098e+00 4.5154e-01 4.8625e+04 1.7530e+02
3437 8.6420e-01 8.8575e-01 1.5230e+01 7.0051e+00 6.5146e+00 4.3645e-01 4.8620e+04 1.7535e+02
3438 8.6340e-01 8.8580e-01 1.5233e+01 7.0043e+00 6.5127e+00 3.7818e-01 4.8632e+04 1.7540e+02
3439 8.6320e-01 8.8575e-01 1.5236e+01 7.0051e+00 6.5132e+00 3.7079e-01 4.8631e+04 1.7545e+02
3440 8.6320e-01 8.8567e-01 1.5231e+01 7.0078e+00 6.5062e+00 3.8194e-01 4.8650e+04 1.7550e+02
3441 8.6320e-01 8.8577e-01 1.5229e+01 7.0116e+00 6.5054e+00 3.8405e-01 4.8637e+04 1.7555e+02
3442 8.6380e-01 8.8600e-01 1.5225e+01 7.0145e+00 6.5027e+00 3.7035e-01 4.8641e+04 1.7560e+02
3443 8.6380e-01 8.8585e-01 1.5234e+01 7.0152e+00 6.5030e+00 3.4808e-01 4.8641e+04 1.7564e+02
3444 8.6340e-01 8.8577e-01 1.5239e+01 7.0156e+00 6.4946e+00 3.5728e-01 4.8658e+04 1.7569e+02
3445 8.6380e-01 8.8543e-01 1.5237e+01 7.0176e+00 6.5000e+00 3.8125e-01 4.8647e+04 1.7574e+02
3446 8.6380e-01 8.8543e-01 1.5239e+01 7.0155e+00 6.4911e+00 3.6981e-01 4.8637e+04 1.7579e+02
3447 8.6320e-01 8.8535e-01 1.5244e+01 7.0148e+00 6.4918e+00 3.5841e-01 4.8666e+04 1.7584e+02
3448 8.6340e-01 8.8532e-01 1.5239e+01 7.0141e+00 6.4936e+00 3.3858e-01 4.8660e+04 1.7589e+02
3449 8.6260e-01 8.8533e-01 1.5238e+01 7.0152e+00 6.4981e+00 3.5199e-01 4.8664e+04 1.7594e+02
3450 8.6180e-01 8.8565e-01 1.5241e+01 7.0150e+00 6.4990e+00 3.8770e-01 4.8672e+04 1.7599e+02
3451 8.6340e-01 8.8562e-01 1.5237e+01 7.0113e+00 6.4981e+00 4.1593e-01 4.8671e+04 1.7604e+02
3452 8.6280e-01 8.8558e-01 1.5233e+01 7.0120e+00 6.4980e+00 4.5016e-01 4.8658e+04 1.7609e+02
3453 8.6260e-01 8.8540e-01 1.5235e+01 7.0149e+00 6.4928e+00 5.4447e-01 4.8674e+04 1.7613e+02
3454 8.6260e-01 8.8513e-01 1.5240e+01 7.0166e+00 6.4960e+00 3.9851e-01 4.8664e+04 1.7618e+02
3455 8.6300e-01 8.8560e-01 1.5245e+01 7.0185e+00 6.4976e+00 4.3664e-01 4.8675e+04 1.7623e+02
3456 8.6300e-01 8.8538e-01 1.5239e+01 7.0204e+00 6.5100e+00 3.7919e-01 4.8665e+04 1.7628e+02
3457 8.6280e-01 8.8563e-01 1.5239e+01 7.0167e+00 6.5132e+00 3.3846e-01 4.8677e+04 1.7633e+02
3458 8.6260e-01 8.8557e-01 1.5246e+01 7.0162e+00 6.5134e+00 2.5592e-01 4.8693e+04 1.7638e+02
3459 8.6220e-01 8.8565e-01 1.5250e+01 7.0167e+00 6.5116e+00 2.9338e-01 4.8694e+04 1.7642e+02
3460 8.6200e-01 8.8567e-01 1.5247e+01 7.0160e+00 6.5137e+00 2.9631e-01 4.8697e+04 1.7647e+02
3461 8.6260e-01 8.8580e-01 1.5245e+01 7.0179e+00 6.5120e+00 4.1285e-01 4.8695e+04 1.7652e+02
3462 8.6280e-01 8.8573e-01 1.5246e+01 7.0215e+00 6.5109e+00 3.4951e-01 4.8698e+04 1.7657e+02
3463 8.6300e-01 8.8573e-01 1.5242e+01 7.0254e+00 6.5146e+00 3.7330e-01 4.8706e+04 1.7662e+02
3464 8.6360e-01 8.8583e-01 1.5245e+01 7.0277e+00 6.5168e+00 4.9446e-01 4.8698e+04 1.7667e+02
3465 8.6280e-01 8.8610e-01 1.5253e+01 7.0309e+00 6.5159e+00 4.5068e-01 4.8696e+04 1.7672e+02
3466 8.6300e-01 8.8578e-01 1.5254e+01 7.0322e+00 6.5100e+00 4.1489e-01 4.8698e+04 1.7677e+02
3467 8.6300e-01 8.8597e-01 1.5247e+01 7.0320e+00 6.5174e+00 5.0634e-01 4.8710e+04 1.7681e+02
3468 8.6360e-01 8.8570e-01 1.5249e+01 7.0340e+00 6.5164e+00 5.5041e-01 4.8713e+04 1.7687e+02
3469 8.6300e-01 8.8573e-01 1.5255e+01 7.0295e+00 6.5201e+00 5.8219e-01 4.8718e+04 1.7692e+02
3470 8.6240e-01 8.8565e-01 1.5262e+01 7.0300e+00 6.5231e+00 4.6621e-01 4.8722e+04 1.7696e+02
3471 8.6300e-01 8.8595e-01 1.5263e+01 7.0283e+00 6.5316e+00 3.8776e-01 4.8725e+04 1.7701e+02
3472 8.6300e-01 8.8602e-01 1.5270e+01 7.0276e+00 6.5346e+00 3.7167e-01 4.8722e+04 1.7706e+02
3473 8.6240e-01 8.8600e-01 1.5275e+01 7.0258e+00 6.5299e+00 2.9787e-01 4.8744e+04 1.7711e+02
3474 8.6220e-01 8.8577e-01 1.5269e+01 7.0245e+00 6.5301e+00 2.5786e-01 4.8737e+04 1.7716e+02
3475 8.6200e-01 8.8610e-01 1.5270e+01 7.0215e+00 6.5341e+00 3.6338e-01 4.8745e+04 1.7721e+02
3476 8.6240e-01 8.8618e-01 1.5268e+01 7.0214e+00 6.5383e+00 4.0210e-01 4.8759e+04 1.7726e+02
3477 8.6280e-01 8.8612e-01 1.5264e+01 7.0227e+00 6.5415e+00 3.3809e-01 4.8760e+04 1.7730e+02
3478 8.6260e-01 8.8600e-01 1.5261e+01 7.0194e+00 6.5453e+00 2.8491e-01 4.8756e+04 1.7735e+02
3479 8.6340e-01 8.8602e-01 1.5259e+01 7.0177e+00 6.5428e+00 2.7115e-01 4.8754e+04 1.7740e+02
3480 8.6260e-01 8.8623e-01 1.5255e+01 7.0197e+00 6.5502e+00 2.7717e-01 4.8759e+04 1.7745e+02
3481 8.6300e-01 8.8625e-01 1.5254e+01 7.0187e+00 6.5490e+00 3.1251e-01 4.8761e+04 1.7750e+02
3482 8.6260e-01 8.8595e-01 1.5260e+01 7.0186e+00 6.5472e+00 3.1556e-01 4.8760e+04 1.7755e+02
3483 8.6300e-01 8.8610e-01 1.5260e+01 7.0155e+00 6.5464e+00 2.6758e-01 4.8758e+04 1.7760e+02
3484 8.6240e-01 8.8615e-01 1.5259e+01 7.0139e+00 6.5457e+00 3.6598e-01 4.8759e+04 1.7765e+02
3485 8.6260e-01 8.8623e-01 1.5262e+01 7.0144e+00 6.5420e+00 3.7442e-01 4.8759e+04 1.7770e+02
3486 8.6300e-01 8.8613e-01 1.5269e+01 7.0160e+00 6.5448e+00 3.6926e-01 4.8777e+04 1.7775e+02
3487 8.6280e-01 8.8617e-01 1.5266e+01 7.0171e+00 6.5401e+00 3.4789e-01 4.8779e+04 1.7779e+02
3488 8.6180e-01 8.8615e-01 1.5264e+01 7.0231e+00 6.5456e+00 3.5076e-01 4.8785e+04 1.7784e+02
3489 8.6240e-01 8.8650e-01 1.5258e+01 7.0227e+00 6.5458e+00 3.1109e-01 4.8768e+04 1.7789e+02
3490 8.6240e-01 8.8620e-01 1.5263e+01 7.0200e+00 6.5446e+00 3.5616e-01 4.8788e+04 1.7794e+02
3491 8.6260e-01 8.8627e-01 1.5263e+01 7.0191e+00 6.5461e+00 3.0577e-01 4.8789e+04 1.7799e+02
3492 8.6240e-01 8.8638e-01 1.5264e+01 7.0172e+00 6.5451e+00 3.8695e-01 4.8795e+04 1.7804e+02
3493 8.6220e-01 8.8645e-01 1.5265e+01 7.0159e+00 6.5466e+00 4.4672e-01 4.8808e+04 1.7809e+02
3494 8.6340e-01 8.8650e-01 1.5252e+01 7.0200e+00 6.5457e+00 3.6816e-01 4.8799e+04 1.7813e+02
3495 8.6360e-01 8.8652e-01 1.5258e+01 7.0205e+00 6.5477e+00 4.1473e-01 4.8784e+04 1.7818e+02
3496 8.6340e-01 8.8620e-01 1.5260e+01 7.0184e+00 6.5450e+00 3.6884e-01 4.8804e+04 1.7823e+02
3497 8.6340e-01 8.8628e-01 1.5260e+01 7.0170e+00 6.5456e+00 3.7457e-01 4.8798e+04 1.7828e+02
3498 8.6260e-01 8.8628e-01 1.5262e+01 7.0176e+00 6.5392e+00 2.9101e-01 4.8804e+04 1.7833e+02
3499 8.6320e-01 8.8608e-01 1.5261e+01 7.0194e+00 6.5464e+00 1.8198e-01 4.8813e+04 1.7838e+02
3500 8.6300e-01 8.8642e-01 1.5268e+01 7.0182e+00 6.5411e+00 2.1846e-01 4.8805e+04 1.7842e+02
3501 8.6380e-01 8.8628e-01 1.5273e+01 7.0170e+00 6.5401e+00 1.6478e-01 4.8808e+04 1.7847e+02
3502 8.6380e-01 8.8633e-01 1.5278e+01 7.0194e+00 6.5449e+00 1.4158e-01 4.8828e+04 1.7852e+02
3503 8.6400e-01 8.8618e-01 1.5286e+01 7.0181e+00 6.5451e+00 1.3986e-01 4.8810e+04 1.7857e+02
3504 8.6360e-01 8.8622e-01 1.5280e+01 7.0170e+00 6.5456e+00 2.1027e-01 4.8824e+04 1.7862e+02
3505 8.6320e-01 8.8648e-01 1.5283e+01 7.0163e+00 6.5500e+00 2.4406e-01 4.8834e+04 1.7867e+02
3506 8.6320e-01 8.8657e-01 1.5281e+01 7.0194e+00 6.5590e+00 2.8673e-01 4.8841e+04 1.7872e+02
3507 8.6240e-01 8.8657e-01 1.5278e+01 7.0179e+00 6.5555e+00 2.5459e-01 4.8844e+04 1.7876e+02
3508 8.6280e-01 8.8670e-01 1.5275e+01 7.0216e+00 6.5500e+00 3.1606e-01 4.8846e+04 1.7881e+02
3509 8.6320e-01 8.8667e-01 1.5277e+01 7.0233e+00 6.5549e+00 3.3463e-01 4.8843e+04 1.7886e+02
3510 8.6340e-01 8.8668e-01 1.5280e+01 7.0206e+00 6.5496e+00 2.8234e-01 4.8863e+04 1.7891e+02
3511 8.6300e-01 8.8672e-01 1.5279e+01 7.0212e+00 6.5560e+00 2.6960e-01 4.8863e+04 1.7896e+02
3512 8.6340e-01 8.8658e-01 1.5280e+01 7.0209e+00 6.5519e+00 2.8722e-01 4.8855e+04 1.7901e+02
3513 8.6360e-01 8.8653e-01 1.5283e+01 7.0202e+00 6.5588e+00 2.8305e-01 4.8852e+04 1.7906e+02
3514 8.6360e-01 8.8660e-01 1.5282e+01 7.0225e+00 6.5558e+00 2.5686e-01 4.8852e+04 1.7911e+02
3515 8.6300e-01 8.8648e-01 1.5285e+01 7.0237e+00 6.5560e+00 2.2764e-01 4.8859e+04 1.7915e+02
3516 8.6340e-01 8.8653e-01 1.5289e+01 7.0242e+00 6.5572e+00 1.9898e-01 4.8858e+04 1.7920e+02
3517 8.6260e-01 8.8667e-01 1.5288e+01 7.0247e+00 6.5526e+00 2.3344e-01 4.8869e+04 1.7925e+02
3518 8.6340e-01 8.8652e-01 1.5289e+01 7.0232e+00 6.5523e+00 2.5817e-01 4.8881e+04 1.7930e+02
3519 8.6360e-01 8.8653e-01 1.5289e+01 7.0241e+00 6.5490e+00 2.7345e-01 4.8884e+04 1.7935e+02
3520 8.6320e-01 8.8655e-01 1.5288e+01 7.0272e+00 6.5553e+00 3.0417e-01 4.8896e+04 1.7940e+02
3521 8.6420e-01 8.8655e-01 1.5288e+01 7.0269e+00 6.5487e+00 3.8669e-01 4.8897e+04 1.7944e+02
