t test_acc train_acc W_norm W_2_norm b_norm b_2_norm Z_2_norm time
1127 8.3520e-01 8.6030e-01 1.1777e+01 7.0178e+00 3.6322e+00 4.4870e-01 3.6520e+04 6.2966e+01
1128 8.3640e-01 8.6023e-01 1.1777e+01 7.0156e+00 3.6433e+00 4.8766e-01 3.6523e+04 6.3016e+01
1129 8.3620e-01 8.6037e-01 1.1781e+01 7.0144e+00 3.6473e+00 5.2328e-01 3.6522e+04 6.3064e+01
1130 8.3640e-01 8.6053e-01 1.1799e+01 7.0168e+00 3.6533e+00 4.8009e-01 3.6528e+04 6.3112e+01
1131 8.3700e-01 8.6077e-01 1.1799e+01 7.0186e+00 3.6604e+00 5.6619e-01 3.6532e+04 6.3161e+01
1132 8.3680e-01 8.6047e-01 1.1792e+01 7.0168e+00 3.6637e+00 5.7021e-01 3.6540e+04 6.3211e+01
1133 8.3660e-01 8.6043e-01 1.1792e+01 7.0204e+00 3.6619e+00 5.4126e-01 3.6558e+04 6.3259e+01
1134 8.3700e-01 8.6030e-01 1.1808e+01 7.0224e+00 3.6646e+00 5.3966e-01 3.6564e+04 6.3308e+01
1135 8.3680e-01 8.6037e-01 1.1815e+01 7.0261e+00 3.6654e+00 5.8624e-01 3.6574e+04 6.3358e+01
1136 8.3780e-01 8.6033e-01 1.1814e+01 7.0295e+00 3.6622e+00 6.4253e-01 3.6604e+04 6.3407e+01
1137 8.3840e-01 8.6023e-01 1.1814e+01 7.0303e+00 3.6679e+00 5.8935e-01 3.6619e+04 6.3455e+01
1138 8.3820e-01 8.6025e-01 1.1816e+01 7.0280e+00 3.6721e+00 5.1796e-01 3.6626e+04 6.3502e+01
1139 8.3780e-01 8.6062e-01 1.1821e+01 7.0285e+00 3.6744e+00 5.1222e-01 3.6647e+04 6.3551e+01
1140 8.3720e-01 8.6060e-01 1.1818e+01 7.0265e+00 3.6687e+00 4.4650e-01 3.6642e+04 6.3599e+01
1141 8.3660e-01 8.6048e-01 1.1829e+01 7.0261e+00 3.6684e+00 3.7366e-01 3.6656e+04 6.3647e+01
1142 8.3700e-01 8.6083e-01 1.1830e+01 7.0303e+00 3.6777e+00 2.8956e-01 3.6654e+04 6.3697e+01
1143 8.3740e-01 8.6082e-01 1.1828e+01 7.0281e+00 3.6812e+00 2.9876e-01 3.6666e+04 6.3747e+01
1144 8.3680e-01 8.6075e-01 1.1824e+01 7.0225e+00 3.6852e+00 3.1007e-01 3.6657e+04 6.3796e+01
1145 8.3740e-01 8.6083e-01 1.1825e+01 7.0232e+00 3.6817e+00 3.0705e-01 3.6678e+04 6.3845e+01
1146 8.3800e-01 8.6098e-01 1.1833e+01 7.0235e+00 3.6805e+00 3.4874e-01 3.6695e+04 6.3894e+01
1147 8.3760e-01 8.6092e-01 1.1830e+01 7.0281e+00 3.6829e+00 4.3312e-01 3.6707e+04 6.3941e+01
1148 8.3700e-01 8.6078e-01 1.1839e+01 7.0258e+00 3.6762e+00 3.7635e-01 3.6709e+04 6.3989e+01
1149 8.3760e-01 8.6107e-01 1.1840e+01 7.0247e+00 3.6770e+00 3.6904e-01 3.6727e+04 6.4038e+01
1150 8.3740e-01 8.6082e-01 1.1847e+01 7.0247e+00 3.6769e+00 2.6844e-01 3.6727e+04 6.4087e+01
1151 8.3740e-01 8.6120e-01 1.1862e+01 7.0264e+00 3.6785e+00 2.7964e-01 3.6742e+04 6.4135e+01
1152 8.3740e-01 8.6122e-01 1.1864e+01 7.0288e+00 3.6823e+00 2.0378e-01 3.6768e+04 6.4184e+01
1153 8.3780e-01 8.6130e-01 1.1865e+01 7.0308e+00 3.6817e+00 1.7301e-01 3.6759e+04 6.4233e+01
1154 8.3800e-01 8.6172e-01 1.1860e+01 7.0326e+00 3.6877e+00 1.9621e-01 3.6766e+04 6.4280e+01
1155 8.3780e-01 8.6182e-01 1.1859e+01 7.0326e+00 3.6878e+00 2.3979e-01 3.6780e+04 6.4328e+01
1156 8.3840e-01 8.6182e-01 1.1862e+01 7.0357e+00 3.6806e+00 2.6505e-01 3.6785e+04 6.4378e+01
1157 8.3840e-01 8.6202e-01 1.1863e+01 7.0376e+00 3.6851e+00 3.0741e-01 3.6785e+04 6.4425e+01
1158 8.3760e-01 8.6195e-01 1.1858e+01 7.0405e+00 3.6771e+00 3.7114e-01 3.6788e+04 6.4472e+01
1159 8.3740e-01 8.6200e-01 1.1863e+01 7.0445e+00 3.6796e+00 3.1213e-01 3.6798e+04 6.4520e+01
1160 8.3780e-01 8.6202e-01 1.1867e+01 7.0471e+00 3.6844e+00 3.1147e-01 3.6805e+04 6.4570e+01
1161 8.3700e-01 8.6188e-01 1.1875e+01 7.0424e+00 3.6865e+00 3.2074e-01 3.6825e+04 6.4618e+01
1162 8.3720e-01 8.6217e-01 1.1876e+01 7.0440e+00 3.6945e+00 3.4062e-01 3.6838e+04 6.4666e+01
1163 8.3680e-01 8.6218e-01 1.1871e+01 7.0438e+00 3.7042e+00 3.0100e-01 3.6836e+04 6.4715e+01
1164 8.3700e-01 8.6235e-01 1.1885e+01 7.0433e+00 3.6980e+00 3.7220e-01 3.6851e+04 6.4764e+01
1165 8.3720e-01 8.6202e-01 1.1888e+01 7.0456e+00 3.7013e+00 4.6435e-01 3.6850e+04 6.4814e+01
1166 8.3720e-01 8.6193e-01 1.1897e+01 7.0496e+00 3.7052e+00 4.3880e-01 3.6857e+04 6.4863e+01
1167 8.3740e-01 8.6195e-01 1.1896e+01 7.0504e+00 3.7095e+00 3.6909e-01 3.6855e+04 6.4911e+01
1168 8.3700e-01 8.6230e-01 1.1901e+01 7.0520e+00 3.7116e+00 3.1597e-01 3.6888e+04 6.4960e+01
1169 8.3660e-01 8.6250e-01 1.1898e+01 7.0540e+00 3.7251e+00 2.8472e-01 3.6884e+04 6.5008e+01
1170 8.3620e-01 8.6217e-01 1.1902e+01 7.0535e+00 3.7208e+00 3.1234e-01 3.6891e+04 6.5056e+01
1171 8.3600e-01 8.6198e-01 1.1902e+01 7.0538e+00 3.7293e+00 3.0829e-01 3.6889e+04 6.5105e+01
1172 8.3660e-01 8.6230e-01 1.1903e+01 7.0557e+00 3.7359e+00 3.3785e-01 3.6897e+04 6.5154e+01
1173 8.3620e-01 8.6233e-01 1.1898e+01 7.0523e+00 3.7367e+00 2.5251e-01 3.6917e+04 6.5202e+01
1174 8.3720e-01 8.6222e-01 1.1903e+01 7.0540e+00 3.7422e+00 3.4236e-01 3.6936e+04 6.5252e+01
1175 8.3840e-01 8.6253e-01 1.1913e+01 7.0514e+00 3.7571e+00 4.0546e-01 3.6915e+04 6.5300e+01
1176 8.3780e-01 8.6215e-01 1.1915e+01 7.0529e+00 3.7603e+00 3.7933e-01 3.6945e+04 6.5349e+01
1177 8.3800e-01 8.6225e-01 1.1918e+01 7.0503e+00 3.7571e+00 3.8979e-01 3.6934e+04 6.5399e+01
1178 8.3780e-01 8.6218e-01 1.1921e+01 7.0489e+00 3.7636e+00 3.4512e-01 3.6961e+04 6.5447e+01
1179 8.3820e-01 8.6228e-01 1.1905e+01 7.0528e+00 3.7630e+00 2.5843e-01 3.6975e+04 6.5496e+01
1180 8.3780e-01 8.6210e-01 1.1909e+01 7.0491e+00 3.7584e+00 2.8061e-01 3.6981e+04 6.5547e+01
1181 8.3840e-01 8.6165e-01 1.1919e+01 7.0499e+00 3.7670e+00 3.4557e-01 3.6999e+04 6.5596e+01
1182 8.3820e-01 8.6165e-01 1.1923e+01 7.0494e+00 3.7693e+00 3.1099e-01 3.6985e+04 6.5645e+01
1183 8.3760e-01 8.6178e-01 1.1933e+01 7.0478e+00 3.7645e+00 2.2446e-01 3.6990e+04 6.5692e+01
1184 8.3740e-01 8.6185e-01 1.1930e+01 7.0431e+00 3.7659e+00 2.7832e-01 3.7001e+04 6.5740e+01
1185 8.3760e-01 8.6222e-01 1.1947e+01 7.0410e+00 3.7725e+00 2.5168e-01 3.7026e+04 6.5788e+01
1186 8.3760e-01 8.6195e-01 1.1950e+01 7.0417e+00 3.7762e+00 2.5003e-01 3.7034e+04 6.5836e+01
1187 8.3720e-01 8.6208e-01 1.1961e+01 7.0390e+00 3.7823e+00 2.0303e-01 3.7025e+04 6.5884e+01
1188 8.3720e-01 8.6230e-01 1.1964e+01 7.0413e+00 3.7834e+00 2.2786e-01 3.7047e+04 6.5935e+01
1189 8.3700e-01 8.6242e-01 1.1962e+01 7.0432e+00 3.7888e+00 2.3055e-01 3.7067e+04 6.5984e+01
1190 8.3700e-01 8.6223e-01 1.1960e+01 7.0437e+00 3.7915e+00 3.5039e-01 3.7071e+04 6.6032e+01
1191 8.3700e-01 8.6193e-01 1.1951e+01 7.0425e+00 3.7851e+00 2.7837e-01 3.7073e+04 6.6081e+01
1192 8.3660e-01 8.6208e-01 1.1956e+01 7.0471e+00 3.7933e+00 3.1636e-01 3.7092e+04 6.6128e+01
1193 8.3680e-01 8.6195e-01 1.1956e+01 7.0477e+00 3.8005e+00 3.2225e-01 3.7095e+04 6.6176e+01
1194 8.3680e-01 8.6207e-01 1.1967e+01 7.0449e+00 3.7971e+00 2.9030e-01 3.7102e+04 6.6225e+01
1195 8.3640e-01 8.6207e-01 1.1969e+01 7.0435e+00 3.7995e+00 2.5946e-01 3.7117e+04 6.6274e+01
1196 8.3700e-01 8.6222e-01 1.1973e+01 7.0430e+00 3.7975e+00 2.9663e-01 3.7120e+04 6.6322e+01
1197 8.3740e-01 8.6230e-01 1.1980e+01 7.0394e+00 3.8018e+00 3.3166e-01 3.7136e+04 6.6371e+01
1198 8.3800e-01 8.6233e-01 1.1985e+01 7.0419e+00 3.8087e+00 3.9209e-01 3.7145e+04 6.6419e+01
1199 8.3860e-01 8.6278e-01 1.1996e+01 7.0424e+00 3.8077e+00 3.9670e-01 3.7158e+04 6.6467e+01
1200 8.3880e-01 8.6257e-01 1.1998e+01 7.0438e+00 3.8186e+00 3.8976e-01 3.7177e+04 6.6515e+01
1201 8.3840e-01 8.6255e-01 1.1995e+01 7.0515e+00 3.8165e+00 3.7159e-01 3.7170e+04 6.6564e+01
1202 8.3880e-01 8.6293e-01 1.2002e+01 7.0588e+00 3.8099e+00 3.6338e-01 3.7170e+04 6.6612e+01
1203 8.3960e-01 8.6312e-01 1.2005e+01 7.0602e+00 3.8065e+00 3.7955e-01 3.7189e+04 6.6659e+01
1204 8.3980e-01 8.6318e-01 1.2007e+01 7.0676e+00 3.8092e+00 4.1284e-01 3.7185e+04 6.6708e+01
1205 8.3960e-01 8.6293e-01 1.2014e+01 7.0623e+00 3.8149e+00 2.9157e-01 3.7185e+04 6.6758e+01
1206 8.3920e-01 8.6293e-01 1.2015e+01 7.0636e+00 3.8217e+00 2.9934e-01 3.7191e+04 6.6807e+01
1207 8.3880e-01 8.6298e-01 1.2019e+01 7.0659e+00 3.8229e+00 3.7680e-01 3.7207e+04 6.6855e+01
1208 8.3820e-01 8.6317e-01 1.2023e+01 7.0729e+00 3.8231e+00 4.2974e-01 3.7231e+04 6.6904e+01
1209 8.3940e-01 8.6310e-01 1.2030e+01 7.0732e+00 3.8212e+00 5.0789e-01 3.7232e+04 6.6953e+01
1210 8.3820e-01 8.6267e-01 1.2037e+01 7.0688e+00 3.8183e+00 4.9604e-01 3.7227e+04 6.7001e+01
1211 8.3720e-01 8.6235e-01 1.2037e+01 7.0741e+00 3.8267e+00 4.2023e-01 3.7239e+04 6.7052e+01
1212 8.3820e-01 8.6263e-01 1.2041e+01 7.0761e+00 3.8306e+00 4.8598e-01 3.7246e+04 6.7101e+01
1213 8.3800e-01 8.6243e-01 1.2049e+01 7.0724e+00 3.8336e+00 4.5475e-01 3.7249e+04 6.7149e+01
1214 8.3860e-01 8.6260e-01 1.2047e+01 7.0738e+00 3.8249e+00 4.8135e-01 3.7250e+04 6.7196e+01
1215 8.3880e-01 8.6265e-01 1.2049e+01 7.0769e+00 3.8319e+00 3.7412e-01 3.7273e+04 6.7246e+01
1216 8.3780e-01 8.6270e-01 1.2049e+01 7.0797e+00 3.8292e+00 3.6828e-01 3.7282e+04 6.7296e+01
1217 8.3860e-01 8.6260e-01 1.2063e+01 7.0785e+00 3.8267e+00 3.6420e-01 3.7289e+04 6.7344e+01
1218 8.3980e-01 8.6312e-01 1.2064e+01 7.0800e+00 3.8312e+00 3.8592e-01 3.7281e+04 6.7393e+01
1219 8.4120e-01 8.6305e-01 1.2066e+01 7.0837e+00 3.8366e+00 3.9036e-01 3.7296e+04 6.7442e+01
1220 8.4060e-01 8.6322e-01 1.2068e+01 7.0797e+00 3.8389e+00 4.0883e-01 3.7311e+04 6.7490e+01
1221 8.4020e-01 8.6357e-01 1.2065e+01 7.0845e+00 3.8405e+00 4.4498e-01 3.7313e+04 6.7539e+01
1222 8.4060e-01 8.6350e-01 1.2056e+01 7.0790e+00 3.8393e+00 4.7864e-01 3.7316e+04 6.7589e+01
1223 8.4120e-01 8.6375e-01 1.2068e+01 7.0793e+00 3.8326e+00 5.5111e-01 3.7316e+04 6.7636e+01
1224 8.4060e-01 8.6368e-01 1.2082e+01 7.0808e+00 3.8327e+00 5.6086e-01 3.7326e+04 6.7684e+01
1225 8.3980e-01 8.6387e-01 1.2082e+01 7.0799e+00 3.8279e+00 5.3070e-01 3.7331e+04 6.7733e+01
1226 8.4020e-01 8.6383e-01 1.2088e+01 7.0796e+00 3.8374e+00 4.1703e-01 3.7363e+04 6.7782e+01
1227 8.4000e-01 8.6427e-01 1.2079e+01 7.0829e+00 3.8351e+00 3.7158e-01 3.7356e+04 6.7833e+01
1228 8.3900e-01 8.6428e-01 1.2078e+01 7.0840e+00 3.8406e+00 3.9804e-01 3.7359e+04 6.7879e+01
1229 8.3900e-01 8.6423e-01 1.2075e+01 7.0872e+00 3.8347e+00 4.1370e-01 3.7354e+04 6.7929e+01
1230 8.3840e-01 8.6403e-01 1.2085e+01 7.0911e+00 3.8338e+00 4.3364e-01 3.7361e+04 6.7978e+01
1231 8.3960e-01 8.6422e-01 1.2086e+01 7.0923e+00 3.8372e+00 4.6997e-01 3.7358e+04 6.8027e+01
1232 8.3960e-01 8.6387e-01 1.2094e+01 7.0925e+00 3.8399e+00 4.8137e-01 3.7360e+04 6.8074e+01
1233 8.4040e-01 8.6392e-01 1.2092e+01 7.0941e+00 3.8437e+00 4.6286e-01 3.7373e+04 6.8123e+01
1234 8.4000e-01 8.6398e-01 1.2092e+01 7.0951e+00 3.8447e+00 4.1431e-01 3.7399e+04 6.8170e+01
1235 8.3920e-01 8.6383e-01 1.2098e+01 7.0949e+00 3.8442e+00 4.2097e-01 3.7404e+04 6.8218e+01
1236 8.3940e-01 8.6405e-01 1.2101e+01 7.1029e+00 3.8393e+00 4.2595e-01 3.7401e+04 6.8267e+01
1237 8.3960e-01 8.6397e-01 1.2102e+01 7.1019e+00 3.8414e+00 4.8656e-01 3.7414e+04 6.8316e+01
1238 8.3980e-01 8.6410e-01 1.2103e+01 7.1018e+00 3.8434e+00 4.6020e-01 3.7414e+04 6.8364e+01
1239 8.3940e-01 8.6407e-01 1.2098e+01 7.0988e+00 3.8439e+00 5.0487e-01 3.7439e+04 6.8414e+01
1240 8.4000e-01 8.6408e-01 1.2107e+01 7.0976e+00 3.8439e+00 4.7257e-01 3.7449e+04 6.8464e+01
1241 8.3960e-01 8.6412e-01 1.2108e+01 7.1008e+00 3.8513e+00 5.4316e-01 3.7455e+04 6.8513e+01
1242 8.3900e-01 8.6373e-01 1.2117e+01 7.1079e+00 3.8464e+00 4.9213e-01 3.7478e+04 6.8563e+01
1243 8.3880e-01 8.6360e-01 1.2116e+01 7.1139e+00 3.8460e+00 4.6867e-01 3.7477e+04 6.8611e+01
1244 8.3940e-01 8.6362e-01 1.2106e+01 7.1117e+00 3.8437e+00 4.6771e-01 3.7491e+04 6.8659e+01
1245 8.3960e-01 8.6373e-01 1.2105e+01 7.1112e+00 3.8504e+00 3.8137e-01 3.7488e+04 6.8707e+01
1246 8.4020e-01 8.6358e-01 1.2111e+01 7.1092e+00 3.8566e+00 3.5872e-01 3.7509e+04 6.8755e+01
1247 8.4020e-01 8.6375e-01 1.2116e+01 7.1113e+00 3.8504e+00 3.6087e-01 3.7509e+04 6.8804e+01
1248 8.3920e-01 8.6378e-01 1.2119e+01 7.1113e+00 3.8542e+00 3.5727e-01 3.7519e+04 6.8852e+01
1249 8.3980e-01 8.6358e-01 1.2119e+01 7.1149e+00 3.8635e+00 3.9566e-01 3.7506e+04 6.8900e+01
1250 8.3920e-01 8.6365e-01 1.2124e+01 7.1176e+00 3.8618e+00 3.8248e-01 3.7526e+04 6.8949e+01
1251 8.3960e-01 8.6373e-01 1.2127e+01 7.1222e+00 3.8654e+00 2.9856e-01 3.7557e+04 6.8998e+01
1252 8.4020e-01 8.6393e-01 1.2145e+01 7.1244e+00 3.8659e+00 3.1119e-01 3.7558e+04 6.9047e+01
1253 8.4000e-01 8.6387e-01 1.2142e+01 7.1231e+00 3.8722e+00 3.8138e-01 3.7568e+04 6.9096e+01
1254 8.3980e-01 8.6358e-01 1.2140e+01 7.1235e+00 3.8683e+00 3.0507e-01 3.7558e+04 6.9147e+01
1255 8.4040e-01 8.6330e-01 1.2142e+01 7.1198e+00 3.8647e+00 3.5932e-01 3.7588e+04 6.9194e+01
1256 8.3940e-01 8.6302e-01 1.2135e+01 7.1170e+00 3.8612e+00 3.7346e-01 3.7594e+04 6.9242e+01
1257 8.3960e-01 8.6322e-01 1.2139e+01 7.1168e+00 3.8569e+00 3.0836e-01 3.7595e+04 6.9289e+01
1258 8.3880e-01 8.6318e-01 1.2136e+01 7.1171e+00 3.8627e+00 4.7790e-01 3.7593e+04 6.9339e+01
1259 8.3800e-01 8.6342e-01 1.2133e+01 7.1165e+00 3.8637e+00 3.8051e-01 3.7604e+04 6.9387e+01
1260 8.3880e-01 8.6330e-01 1.2132e+01 7.1152e+00 3.8693e+00 3.0482e-01 3.7626e+04 6.9435e+01
1261 8.3880e-01 8.6348e-01 1.2138e+01 7.1177e+00 3.8689e+00 2.8676e-01 3.7634e+04 6.9484e+01
1262 8.3920e-01 8.6377e-01 1.2139e+01 7.1157e+00 3.8672e+00 3.3046e-01 3.7646e+04 6.9531e+01
1263 8.3920e-01 8.6405e-01 1.2154e+01 7.1184e+00 3.8660e+00 3.6196e-01 3.7631e+04 6.9580e+01
1264 8.3860e-01 8.6397e-01 1.2157e+01 7.1136e+00 3.8684e+00 4.1398e-01 3.7652e+04 6.9627e+01
1265 8.3800e-01 8.6390e-01 1.2158e+01 7.1168e+00 3.8698e+00 3.7154e-01 3.7662e+04 6.9674e+01
1266 8.3800e-01 8.6412e-01 1.2156e+01 7.1208e+00 3.8785e+00 3.4527e-01 3.7690e+04 6.9723e+01
1267 8.3800e-01 8.6417e-01 1.2157e+01 7.1189e+00 3.8747e+00 2.8647e-01 3.7688e+04 6.9771e+01
1268 8.3760e-01 8.6397e-01 1.2160e+01 7.1182e+00 3.8725e+00 4.1804e-01 3.7693e+04 6.9819e+01
1269 8.3840e-01 8.6462e-01 1.2162e+01 7.1101e+00 3.8777e+00 4.2006e-01 3.7693e+04 6.9868e+01
1270 8.3880e-01 8.6438e-01 1.2164e+01 7.1045e+00 3.8747e+00 3.2383e-01 3.7713e+04 6.9917e+01
1271 8.3820e-01 8.6443e-01 1.2168e+01 7.1058e+00 3.8790e+00 3.3222e-01 3.7727e+04 6.9965e+01
1272 8.3920e-01 8.6423e-01 1.2173e+01 7.1091e+00 3.8779e+00 3.4119e-01 3.7718e+04 7.0013e+01
1273 8.3860e-01 8.6425e-01 1.2182e+01 7.1101e+00 3.8751e+00 2.5677e-01 3.7716e+04 7.0061e+01
1274 8.3940e-01 8.6428e-01 1.2178e+01 7.1115e+00 3.8745e+00 2.1548e-01 3.7720e+04 7.0109e+01
1275 8.3960e-01 8.6412e-01 1.2180e+01 7.1109e+00 3.8758e+00 2.3283e-01 3.7737e+04 7.0157e+01
1276 8.3900e-01 8.6410e-01 1.2181e+01 7.1133e+00 3.8793e+00 1.8534e-01 3.7752e+04 7.0205e+01
1277 8.3900e-01 8.6433e-01 1.2182e+01 7.1121e+00 3.8803e+00 2.8591e-01 3.7755e+04 7.0254e+01
1278 8.3900e-01 8.6413e-01 1.2184e+01 7.1095e+00 3.8854e+00 3.3484e-01 3.7766e+04 7.0305e+01
1279 8.3860e-01 8.6405e-01 1.2172e+01 7.1118e+00 3.8847e+00 4.0955e-01 3.7780e+04 7.0354e+01
1280 8.3900e-01 8.6423e-01 1.2173e+01 7.1178e+00 3.8848e+00 3.1702e-01 3.7779e+04 7.0402e+01
1281 8.3900e-01 8.6403e-01 1.2177e+01 7.1183e+00 3.8908e+00 3.3887e-01 3.7794e+04 7.0452e+01
1282 8.3900e-01 8.6407e-01 1.2189e+01 7.1174e+00 3.8845e+00 2.4586e-01 3.7785e+04 7.0501e+01
1283 8.3960e-01 8.6415e-01 1.2194e+01 7.1162e+00 3.8898e+00 2.8762e-01 3.7795e+04 7.0549e+01
1284 8.3900e-01 8.6423e-01 1.2194e+01 7.1210e+00 3.8943e+00 2.7182e-01 3.7818e+04 7.0598e+01
1285 8.3900e-01 8.6433e-01 1.2180e+01 7.1200e+00 3.8939e+00 3.0855e-01 3.7833e+04 7.0646e+01
1286 8.3840e-01 8.6402e-01 1.2184e+01 7.1209e+00 3.8835e+00 3.0632e-01 3.7838e+04 7.0696e+01
1287 8.3840e-01 8.6400e-01 1.2186e+01 7.1250e+00 3.8869e+00 3.5567e-01 3.7844e+04 7.0745e+01
1288 8.3920e-01 8.6433e-01 1.2185e+01 7.1230e+00 3.8927e+00 2.9793e-01 3.7857e+04 7.0793e+01
1289 8.4020e-01 8.6463e-01 1.2190e+01 7.1243e+00 3.9068e+00 2.6213e-01 3.7872e+04 7.0841e+01
1290 8.4160e-01 8.6482e-01 1.2184e+01 7.1256e+00 3.9111e+00 2.3892e-01 3.7864e+04 7.0888e+01
1291 8.4040e-01 8.6477e-01 1.2188e+01 7.1274e+00 3.9085e+00 2.3762e-01 3.7870e+04 7.0938e+01
1292 8.4080e-01 8.6490e-01 1.2182e+01 7.1308e+00 3.9108e+00 2.3508e-01 3.7867e+04 7.0987e+01
1293 8.4080e-01 8.6495e-01 1.2172e+01 7.1302e+00 3.9134e+00 2.8951e-01 3.7869e+04 7.1035e+01
1294 8.4080e-01 8.6488e-01 1.2175e+01 7.1277e+00 3.9155e+00 2.8268e-01 3.7883e+04 7.1084e+01
1295 8.3960e-01 8.6463e-01 1.2178e+01 7.1274e+00 3.9229e+00 3.4796e-01 3.7887e+04 7.1134e+01
1296 8.3940e-01 8.6448e-01 1.2192e+01 7.1318e+00 3.9278e+00 4.1357e-01 3.7885e+04 7.1182e+01
1297 8.4020e-01 8.6483e-01 1.2203e+01 7.1347e+00 3.9268e+00 4.6227e-01 3.7904e+04 7.1230e+01
1298 8.3980e-01 8.6458e-01 1.2201e+01 7.1361e+00 3.9246e+00 5.7119e-01 3.7902e+04 7.1280e+01
1299 8.3980e-01 8.6528e-01 1.2203e+01 7.1342e+00 3.9226e+00 5.9930e-01 3.7920e+04 7.1328e+01
1300 8.4080e-01 8.6517e-01 1.2195e+01 7.1358e+00 3.9269e+00 5.6930e-01 3.7924e+04 7.1376e+01
1301 8.4040e-01 8.6542e-01 1.2195e+01 7.1374e+00 3.9309e+00 4.7011e-01 3.7922e+04 7.1426e+01
1302 8.4080e-01 8.6515e-01 1.2193e+01 7.1385e+00 3.9341e+00 4.4860e-01 3.7930e+04 7.1473e+01
1303 8.3960e-01 8.6492e-01 1.2197e+01 7.1412e+00 3.9405e+00 5.1640e-01 3.7942e+04 7.1521e+01
1304 8.4040e-01 8.6553e-01 1.2203e+01 7.1395e+00 3.9398e+00 3.8445e-01 3.7945e+04 7.1569e+01
1305 8.3980e-01 8.6548e-01 1.2212e+01 7.1320e+00 3.9454e+00 3.2066e-01 3.7969e+04 7.1618e+01
1306 8.3960e-01 8.6550e-01 1.2219e+01 7.1345e+00 3.9463e+00 3.1708e-01 3.7967e+04 7.1667e+01
1307 8.3980e-01 8.6515e-01 1.2222e+01 7.1364e+00 3.9455e+00 4.5353e-01 3.7986e+04 7.1716e+01
1308 8.3980e-01 8.6518e-01 1.2221e+01 7.1363e+00 3.9431e+00 4.8097e-01 3.7983e+04 7.1764e+01
1309 8.4040e-01 8.6533e-01 1.2225e+01 7.1343e+00 3.9433e+00 4.4956e-01 3.7983e+04 7.1813e+01
1310 8.4000e-01 8.6542e-01 1.2232e+01 7.1348e+00 3.9454e+00 4.9700e-01 3.8006e+04 7.1862e+01
1311 8.4060e-01 8.6528e-01 1.2239e+01 7.1333e+00 3.9471e+00 4.5646e-01 3.8009e+04 7.1911e+01
1312 8.4040e-01 8.6540e-01 1.2249e+01 7.1290e+00 3.9397e+00 4.6176e-01 3.7993e+04 7.1960e+01
1313 8.4020e-01 8.6532e-01 1.2261e+01 7.1242e+00 3.9455e+00 4.6684e-01 3.8019e+04 7.2009e+01
1314 8.4020e-01 8.6558e-01 1.2264e+01 7.1209e+00 3.9406e+00 4.6523e-01 3.8033e+04 7.2060e+01
1315 8.4100e-01 8.6572e-01 1.2265e+01 7.1224e+00 3.9432e+00 4.0804e-01 3.8045e+04 7.2110e+01
1316 8.4120e-01 8.6558e-01 1.2258e+01 7.1219e+00 3.9533e+00 5.0249e-01 3.8041e+04 7.2158e+01
1317 8.4140e-01 8.6612e-01 1.2259e+01 7.1231e+00 3.9462e+00 4.2981e-01 3.8033e+04 7.2205e+01
1318 8.4200e-01 8.6640e-01 1.2265e+01 7.1239e+00 3.9509e+00 3.9525e-01 3.8046e+04 7.2254e+01
1319 8.4180e-01 8.6597e-01 1.2275e+01 7.1280e+00 3.9466e+00 4.5343e-01 3.8066e+04 7.2303e+01
1320 8.4180e-01 8.6593e-01 1.2279e+01 7.1252e+00 3.9466e+00 5.1767e-01 3.8079e+04 7.2350e+01
1321 8.4200e-01 8.6608e-01 1.2280e+01 7.1270e+00 3.9501e+00 6.0296e-01 3.8093e+04 7.2399e+01
1322 8.4100e-01 8.6573e-01 1.2294e+01 7.1294e+00 3.9446e+00 5.0482e-01 3.8103e+04 7.2448e+01
1323 8.4100e-01 8.6618e-01 1.2290e+01 7.1265e+00 3.9483e+00 5.9282e-01 3.8113e+04 7.2496e+01
1324 8.4120e-01 8.6598e-01 1.2287e+01 7.1286e+00 3.9491e+00 5.4818e-01 3.8117e+04 7.2543e+01
1325 8.4060e-01 8.6622e-01 1.2291e+01 7.1329e+00 3.9435e+00 5.1699e-01 3.8136e+04 7.2592e+01
1326 8.4060e-01 8.6600e-01 1.2293e+01 7.1330e+00 3.9477e+00 4.9264e-01 3.8138e+04 7.2641e+01
1327 8.4140e-01 8.6597e-01 1.2300e+01 7.1335e+00 3.9549e+00 4.7556e-01 3.8133e+04 7.2689e+01
1328 8.4120e-01 8.6605e-01 1.2306e+01 7.1347e+00 3.9599e+00 4.4643e-01 3.8141e+04 7.2739e+01
1329 8.4040e-01 8.6613e-01 1.2311e+01 7.1323e+00 3.9702e+00 4.0671e-01 3.8156e+04 7.2790e+01
1330 8.4020e-01 8.6595e-01 1.2318e+01 7.1349e+00 3.9677e+00 3.9923e-01 3.8176e+04 7.2839e+01
1331 8.4040e-01 8.6620e-01 1.2310e+01 7.1336e+00 3.9658e+00 2.8263e-01 3.8165e+04 7.2888e+01
1332 8.4040e-01 8.6615e-01 1.2315e+01 7.1334e+00 3.9769e+00 2.9396e-01 3.8175e+04 7.2936e+01
1333 8.4100e-01 8.6637e-01 1.2320e+01 7.1309e+00 3.9788e+00 3.1721e-01 3.8166e+04 7.2985e+01
1334 8.4140e-01 8.6657e-01 1.2323e+01 7.1267e+00 3.9832e+00 4.2225e-01 3.8185e+04 7.3033e+01
