t test_loss train_loss W_norm W_2_norm b_norm b_2_norm time
47698 9.1200e-02 6.7917e-02 3.6233e+00 8.5039e+00 1.1966e-01 8.5652e-01 1.9611e+02
47791 9.1400e-02 6.8433e-02 3.6201e+00 8.4968e+00 1.1246e-01 8.5611e-01 1.9648e+02
47883 9.1400e-02 6.8467e-02 3.6203e+00 8.5001e+00 1.2851e-01 8.4114e-01 1.9684e+02
47976 8.9800e-02 6.7450e-02 3.6252e+00 8.4971e+00 1.0892e-01 8.2053e-01 1.9721e+02
48069 9.1200e-02 6.7617e-02 3.6276e+00 8.4903e+00 1.3973e-01 8.1380e-01 1.9758e+02
48162 9.2400e-02 6.7617e-02 3.6390e+00 8.4995e+00 1.2938e-01 8.0859e-01 1.9795e+02
48255 9.2400e-02 6.8667e-02 3.6376e+00 8.5095e+00 1.3353e-01 7.9401e-01 1.9832e+02
48349 9.2600e-02 6.8217e-02 3.6466e+00 8.5080e+00 1.3856e-01 7.9867e-01 1.9870e+02
48442 9.4200e-02 6.7283e-02 3.6583e+00 8.5385e+00 1.2211e-01 8.0360e-01 1.9907e+02
48536 9.2000e-02 6.7100e-02 3.6543e+00 8.5362e+00 1.1289e-01 7.9958e-01 1.9944e+02
48630 8.9200e-02 6.5733e-02 3.6610e+00 8.5534e+00 9.9198e-02 7.7681e-01 1.9981e+02
48724 9.1800e-02 6.7467e-02 3.6664e+00 8.5481e+00 8.4596e-02 7.8940e-01 2.0019e+02
48819 9.2800e-02 6.7817e-02 3.6547e+00 8.5346e+00 7.1251e-02 8.1743e-01 2.0057e+02
48913 8.8000e-02 6.7500e-02 3.6598e+00 8.5159e+00 6.8551e-02 8.2203e-01 2.0094e+02
49008 8.6000e-02 6.8167e-02 3.6587e+00 8.5418e+00 9.3445e-02 8.2758e-01 2.0132e+02
49103 9.0000e-02 6.7067e-02 3.6646e+00 8.5290e+00 1.0612e-01 8.2572e-01 2.0169e+02
49198 8.9600e-02 6.7100e-02 3.6644e+00 8.5381e+00 1.0296e-01 8.2865e-01 2.0207e+02
49293 9.0400e-02 6.7117e-02 3.6675e+00 8.5265e+00 1.1119e-01 8.2604e-01 2.0245e+02
49389 8.4600e-02 6.6933e-02 3.6714e+00 8.5251e+00 9.5535e-02 8.2470e-01 2.0283e+02
49484 8.8000e-02 6.7233e-02 3.6630e+00 8.5328e+00 1.1582e-01 8.2710e-01 2.0321e+02
49580 8.6000e-02 6.7150e-02 3.6682e+00 8.5580e+00 9.8194e-02 8.3453e-01 2.0359e+02
49676 8.9600e-02 6.6950e-02 3.6617e+00 8.5650e+00 7.8192e-02 8.3447e-01 2.0397e+02
49773 8.5200e-02 6.5917e-02 3.6538e+00 8.5957e+00 9.8744e-02 8.5574e-01 2.0436e+02
49869 8.3600e-02 6.5250e-02 3.6567e+00 8.6022e+00 9.1106e-02 8.8758e-01 2.0474e+02
49965 8.5000e-02 6.5650e-02 3.6293e+00 8.6203e+00 9.9262e-02 8.9329e-01 2.0512e+02
50062 8.6000e-02 6.5433e-02 3.6339e+00 8.6164e+00 8.9161e-02 8.7237e-01 2.0550e+02
50159 8.7800e-02 6.6050e-02 3.6439e+00 8.6092e+00 9.2831e-02 8.9417e-01 2.0589e+02
50256 8.6800e-02 6.5783e-02 3.6281e+00 8.6112e+00 7.5353e-02 8.8271e-01 2.0627e+02
50354 8.8200e-02 6.6050e-02 3.6368e+00 8.5985e+00 8.3468e-02 8.6304e-01 2.0666e+02
50451 9.0400e-02 6.6783e-02 3.6452e+00 8.6033e+00 8.7996e-02 8.4850e-01 2.0705e+02
50549 9.1600e-02 6.6400e-02 3.6272e+00 8.6037e+00 7.8442e-02 8.5005e-01 2.0744e+02
50647 9.0000e-02 6.6033e-02 3.6299e+00 8.5948e+00 5.9859e-02 8.4211e-01 2.0783e+02
50745 8.8600e-02 6.6417e-02 3.6337e+00 8.6179e+00 6.7024e-02 8.4537e-01 2.0822e+02
50843 8.8800e-02 6.6917e-02 3.6424e+00 8.6276e+00 8.3594e-02 8.6627e-01 2.0861e+02
50942 8.8600e-02 6.6233e-02 3.6321e+00 8.6299e+00 7.7223e-02 8.6005e-01 2.0900e+02
51040 8.6400e-02 6.6817e-02 3.6084e+00 8.6114e+00 9.1949e-02 8.7746e-01 2.0939e+02
51139 8.7000e-02 6.6067e-02 3.6191e+00 8.6351e+00 1.1165e-01 8.6027e-01 2.0978e+02
51238 8.8400e-02 6.7083e-02 3.6032e+00 8.6403e+00 1.3034e-01 8.4934e-01 2.1018e+02
51337 8.6200e-02 6.7367e-02 3.6023e+00 8.6526e+00 1.1858e-01 8.5175e-01 2.1057e+02
51437 8.5600e-02 6.6783e-02 3.5808e+00 8.6632e+00 1.2015e-01 8.5485e-01 2.1097e+02
51536 8.7000e-02 6.6700e-02 3.5908e+00 8.6667e+00 1.4180e-01 8.6266e-01 2.1136e+02
51636 8.7200e-02 6.7033e-02 3.5799e+00 8.6884e+00 1.5735e-01 8.5211e-01 2.1176e+02
51736 8.5200e-02 6.6000e-02 3.5899e+00 8.6830e+00 1.5252e-01 8.3906e-01 2.1215e+02
51836 8.6000e-02 6.5467e-02 3.5927e+00 8.6951e+00 1.2542e-01 8.3502e-01 2.1255e+02
51937 8.5400e-02 6.7350e-02 3.5996e+00 8.6550e+00 1.2245e-01 8.5702e-01 2.1295e+02
52037 8.8200e-02 6.7100e-02 3.5911e+00 8.6499e+00 1.3268e-01 8.2778e-01 2.1335e+02
52138 8.7800e-02 6.7883e-02 3.5919e+00 8.6477e+00 1.2673e-01 8.2368e-01 2.1375e+02
52239 9.1600e-02 6.7300e-02 3.5981e+00 8.6687e+00 1.3358e-01 8.3484e-01 2.1415e+02
52340 8.8000e-02 6.7533e-02 3.6259e+00 8.6668e+00 1.1179e-01 8.1119e-01 2.1455e+02
52442 8.7200e-02 6.5900e-02 3.6283e+00 8.6688e+00 1.1045e-01 8.2357e-01 2.1496e+02
52543 8.9800e-02 6.6300e-02 3.6192e+00 8.6919e+00 1.0708e-01 8.2519e-01 2.1536e+02
52645 8.8200e-02 6.6433e-02 3.6312e+00 8.6797e+00 9.5665e-02 7.9547e-01 2.1577e+02
52747 8.9200e-02 6.6683e-02 3.6327e+00 8.6828e+00 9.4434e-02 8.0533e-01 2.1617e+02
52849 9.3800e-02 6.6233e-02 3.6557e+00 8.6939e+00 9.5112e-02 8.0904e-01 2.1658e+02
52951 9.3400e-02 6.6483e-02 3.6358e+00 8.6847e+00 7.8492e-02 8.0665e-01 2.1699e+02
53054 9.0200e-02 6.6883e-02 3.6479e+00 8.6632e+00 9.5071e-02 7.9784e-01 2.1740e+02
53157 8.9400e-02 6.6317e-02 3.6459e+00 8.6770e+00 8.7133e-02 7.9666e-01 2.1781e+02
53260 9.0000e-02 6.6150e-02 3.6474e+00 8.6723e+00 8.9193e-02 7.8622e-01 2.1822e+02
53363 8.7600e-02 6.6717e-02 3.6563e+00 8.6707e+00 9.9515e-02 7.9119e-01 2.1863e+02
53466 8.9200e-02 6.6900e-02 3.6635e+00 8.6751e+00 1.4202e-01 7.7926e-01 2.1904e+02
53570 8.8600e-02 6.8633e-02 3.6330e+00 8.6847e+00 1.4127e-01 7.5403e-01 2.1946e+02
53673 8.8400e-02 6.6233e-02 3.6350e+00 8.6814e+00 1.4161e-01 7.5260e-01 2.1987e+02
53777 8.9600e-02 6.6500e-02 3.6588e+00 8.6664e+00 1.1741e-01 7.4703e-01 2.2028e+02
53882 8.4400e-02 6.5733e-02 3.6421e+00 8.6447e+00 1.1145e-01 7.3482e-01 2.2070e+02
53986 9.0600e-02 6.6383e-02 3.6419e+00 8.6512e+00 1.0508e-01 7.2185e-01 2.2111e+02
54090 8.8400e-02 6.6917e-02 3.6405e+00 8.6388e+00 1.2043e-01 7.1871e-01 2.2152e+02
54195 8.8800e-02 6.5267e-02 3.6569e+00 8.6251e+00 1.2504e-01 7.1637e-01 2.2194e+02
54300 8.8600e-02 6.6717e-02 3.6566e+00 8.6372e+00 1.2674e-01 6.9944e-01 2.2235e+02
54405 9.2600e-02 6.6800e-02 3.6407e+00 8.6552e+00 1.2955e-01 6.9926e-01 2.2277e+02
54511 9.1200e-02 6.6833e-02 3.6453e+00 8.6565e+00 1.2226e-01 7.0736e-01 2.2319e+02
54616 9.2600e-02 6.6583e-02 3.6290e+00 8.6444e+00 1.5329e-01 7.0558e-01 2.2361e+02
54722 9.3000e-02 6.6117e-02 3.5844e+00 8.6621e+00 1.5881e-01 7.0503e-01 2.2403e+02
54828 8.8000e-02 6.5350e-02 3.5820e+00 8.6435e+00 1.7287e-01 6.8512e-01 2.2446e+02
54934 9.1000e-02 6.6017e-02 3.5779e+00 8.6552e+00 1.7488e-01 6.8561e-01 2.2488e+02
55041 8.8800e-02 6.6267e-02 3.5993e+00 8.6415e+00 1.5453e-01 6.6339e-01 2.2531e+02
55147 9.2600e-02 6.6183e-02 3.6183e+00 8.6379e+00 1.5587e-01 6.6325e-01 2.2573e+02
55254 8.8800e-02 6.5650e-02 3.6082e+00 8.6729e+00 1.3623e-01 6.6839e-01 2.2616e+02
55361 8.9400e-02 6.6350e-02 3.6165e+00 8.6975e+00 1.1742e-01 6.3807e-01 2.2658e+02
55468 8.6400e-02 6.4717e-02 3.6052e+00 8.7061e+00 1.3155e-01 6.5284e-01 2.2701e+02
55576 9.0600e-02 6.5267e-02 3.5774e+00 8.7171e+00 1.2150e-01 6.4385e-01 2.2745e+02
55683 8.9800e-02 6.5333e-02 3.5842e+00 8.7024e+00 8.5081e-02 6.2818e-01 2.2787e+02
55791 8.5600e-02 6.6167e-02 3.5720e+00 8.7101e+00 7.9990e-02 6.2929e-01 2.2830e+02
55899 8.7000e-02 6.6000e-02 3.5889e+00 8.7275e+00 9.3367e-02 6.5394e-01 2.2873e+02
56007 8.8200e-02 6.6483e-02 3.5832e+00 8.7382e+00 8.5770e-02 6.4241e-01 2.2916e+02
56116 9.0200e-02 6.6200e-02 3.5693e+00 8.7195e+00 9.9788e-02 6.4089e-01 2.2959e+02
56225 8.9400e-02 6.7200e-02 3.5795e+00 8.7171e+00 1.2323e-01 6.2455e-01 2.3003e+02
56333 8.8400e-02 6.7400e-02 3.5811e+00 8.7164e+00 1.1370e-01 6.3393e-01 2.3045e+02
56443 8.4400e-02 6.6183e-02 3.5876e+00 8.7283e+00 1.4047e-01 6.5149e-01 2.3089e+02
56552 8.7200e-02 6.5983e-02 3.5764e+00 8.7567e+00 1.4871e-01 6.5993e-01 2.3132e+02
56661 9.1800e-02 6.7033e-02 3.5900e+00 8.7897e+00 1.4478e-01 6.7535e-01 2.3176e+02
56771 9.1600e-02 6.6850e-02 3.5684e+00 8.7889e+00 1.3775e-01 6.6164e-01 2.3219e+02
56881 8.8000e-02 6.6283e-02 3.5669e+00 8.8275e+00 1.4462e-01 6.6018e-01 2.3263e+02
56991 8.4600e-02 6.6717e-02 3.5793e+00 8.8520e+00 1.3621e-01 6.6188e-01 2.3307e+02
57102 8.6600e-02 6.7200e-02 3.5745e+00 8.8514e+00 1.1221e-01 6.4485e-01 2.3351e+02
57212 8.5400e-02 6.6383e-02 3.5895e+00 8.8403e+00 1.2852e-01 6.5710e-01 2.3395e+02
57323 8.8200e-02 6.6233e-02 3.5883e+00 8.8385e+00 1.2185e-01 6.7237e-01 2.3439e+02
57434 8.7600e-02 6.6800e-02 3.6125e+00 8.8193e+00 1.1229e-01 6.7077e-01 2.3483e+02
57545 9.1800e-02 6.7450e-02 3.6222e+00 8.8047e+00 1.2968e-01 6.8974e-01 2.3527e+02
57657 8.8200e-02 6.6833e-02 3.6285e+00 8.8297e+00 1.5038e-01 7.2097e-01 2.3571e+02
57768 8.6600e-02 6.7000e-02 3.6207e+00 8.8308e+00 1.1800e-01 7.2502e-01 2.3616e+02
57880 9.0000e-02 6.6867e-02 3.6315e+00 8.8405e+00 1.2208e-01 7.1758e-01 2.3660e+02
57992 8.9600e-02 6.7733e-02 3.6347e+00 8.8386e+00 1.4515e-01 7.2481e-01 2.3705e+02
58105 8.9400e-02 6.7800e-02 3.6425e+00 8.8411e+00 1.1903e-01 7.1884e-01 2.3750e+02
58217 8.7800e-02 6.6717e-02 3.6311e+00 8.8484e+00 1.1814e-01 7.2969e-01 2.3795e+02
58330 9.1000e-02 6.6750e-02 3.6227e+00 8.8608e+00 1.2537e-01 7.3600e-01 2.3840e+02
58443 8.7600e-02 6.5517e-02 3.6116e+00 8.8583e+00 1.1813e-01 7.2581e-01 2.3885e+02
58556 8.8200e-02 6.6517e-02 3.6195e+00 8.8645e+00 1.2761e-01 7.1095e-01 2.3929e+02
58669 8.8000e-02 6.5083e-02 3.6306e+00 8.8419e+00 1.2187e-01 7.0362e-01 2.3974e+02
58783 9.3200e-02 6.5817e-02 3.6139e+00 8.8608e+00 9.2620e-02 6.9905e-01 2.4020e+02
58897 8.7800e-02 6.6233e-02 3.6007e+00 8.8887e+00 9.7598e-02 6.8794e-01 2.4065e+02
59011 9.1400e-02 6.6183e-02 3.5838e+00 8.8901e+00 8.7138e-02 7.0342e-01 2.4110e+02
59125 8.8000e-02 6.5800e-02 3.6104e+00 8.9016e+00 8.2172e-02 6.9335e-01 2.4155e+02
59240 8.8000e-02 6.6417e-02 3.6245e+00 8.9163e+00 9.1777e-02 6.9465e-01 2.4201e+02
59354 8.9200e-02 6.6450e-02 3.6159e+00 8.9060e+00 1.0427e-01 6.7725e-01 2.4246e+02
59469 9.2800e-02 6.6800e-02 3.6049e+00 8.8801e+00 9.7470e-02 6.8687e-01 2.4292e+02
59585 8.5600e-02 6.5317e-02 3.6115e+00 8.8701e+00 1.0872e-01 6.9778e-01 2.4338e+02
59700 8.8200e-02 6.5467e-02 3.6106e+00 8.8659e+00 1.0338e-01 6.9205e-01 2.4383e+02
59816 8.8600e-02 6.5533e-02 3.6160e+00 8.8851e+00 1.1532e-01 6.7545e-01 2.4429e+02
59931 8.8000e-02 6.5850e-02 3.6259e+00 8.8900e+00 9.4077e-02 6.6543e-01 2.4474e+02
60047 8.7800e-02 6.6817e-02 3.6022e+00 8.8823e+00 9.9110e-02 6.7950e-01 2.4520e+02
60164 8.6600e-02 6.6967e-02 3.6034e+00 8.8738e+00 9.6023e-02 6.9104e-01 2.4567e+02
60280 8.4000e-02 6.5333e-02 3.6245e+00 8.8788e+00 9.0733e-02 7.1582e-01 2.4613e+02
60397 8.8600e-02 6.5067e-02 3.6317e+00 8.8896e+00 1.0610e-01 7.0611e-01 2.4660e+02
60514 8.9400e-02 6.6317e-02 3.6595e+00 8.8969e+00 1.3481e-01 7.2610e-01 2.4706e+02
60631 9.2000e-02 6.6367e-02 3.6580e+00 8.9206e+00 1.0728e-01 7.1280e-01 2.4752e+02
60749 8.9400e-02 6.6583e-02 3.6743e+00 8.9462e+00 1.0887e-01 7.1899e-01 2.4800e+02
60866 9.1400e-02 6.6733e-02 3.6907e+00 8.9601e+00 1.3474e-01 7.4892e-01 2.4846e+02
60984 8.7600e-02 6.5483e-02 3.6919e+00 8.9523e+00 1.0596e-01 7.3442e-01 2.4893e+02
61102 8.8600e-02 6.7183e-02 3.6769e+00 8.9466e+00 1.0439e-01 7.4468e-01 2.4939e+02
61221 8.8600e-02 6.6717e-02 3.6551e+00 8.9451e+00 1.0340e-01 7.4607e-01 2.4986e+02
61339 9.0000e-02 6.7717e-02 3.6467e+00 8.9458e+00 1.1637e-01 7.3672e-01 2.5033e+02
61458 8.9200e-02 6.6917e-02 3.6197e+00 8.9405e+00 1.2301e-01 7.3138e-01 2.5080e+02
61577 9.2000e-02 6.6750e-02 3.6168e+00 8.9644e+00 1.1855e-01 6.9764e-01 2.5127e+02
61696 9.0400e-02 6.7483e-02 3.6074e+00 8.9613e+00 1.3683e-01 6.6259e-01 2.5175e+02
61816 9.1000e-02 6.7100e-02 3.5953e+00 8.9779e+00 1.3342e-01 6.4954e-01 2.5222e+02
61935 8.7400e-02 6.7633e-02 3.5891e+00 8.9631e+00 1.5387e-01 6.6011e-01 2.5269e+02
62055 8.9800e-02 6.7083e-02 3.5985e+00 8.9844e+00 1.2368e-01 6.6611e-01 2.5317e+02
62175 9.0800e-02 6.6033e-02 3.6144e+00 8.9873e+00 1.1218e-01 6.5783e-01 2.5364e+02
62296 9.0800e-02 6.6483e-02 3.6186e+00 8.9815e+00 1.0382e-01 6.6870e-01 2.5412e+02
62417 8.9800e-02 6.5717e-02 3.6269e+00 8.9613e+00 1.3493e-01 6.6893e-01 2.5461e+02
62537 8.8600e-02 6.7083e-02 3.6241e+00 8.9752e+00 1.4617e-01 6.4646e-01 2.5508e+02
62659 8.6200e-02 6.4683e-02 3.6264e+00 8.9913e+00 1.3102e-01 6.7174e-01 2.5556e+02
62780 8.8600e-02 6.5333e-02 3.6139e+00 8.9922e+00 1.1118e-01 6.3687e-01 2.5605e+02
62901 8.8400e-02 6.6833e-02 3.6135e+00 8.9825e+00 1.0627e-01 6.4974e-01 2.5653e+02
63023 8.5800e-02 6.5783e-02 3.6258e+00 8.9810e+00 1.1209e-01 6.5195e-01 2.5701e+02
63145 8.6000e-02 6.5883e-02 3.6080e+00 8.9869e+00 1.2487e-01 6.7369e-01 2.5749e+02
63268 8.7800e-02 6.4483e-02 3.5907e+00 8.9765e+00 1.0679e-01 6.7201e-01 2.5798e+02
63390 9.1600e-02 6.6250e-02 3.6022e+00 8.9853e+00 1.1547e-01 6.6391e-01 2.5847e+02
63513 9.1600e-02 6.6300e-02 3.5996e+00 8.9722e+00 1.0826e-01 6.8152e-01 2.5896e+02
63636 9.3200e-02 6.6117e-02 3.6160e+00 8.9662e+00 1.0807e-01 6.8517e-01 2.5944e+02
63759 9.0600e-02 6.5617e-02 3.6132e+00 8.9332e+00 1.0244e-01 6.9790e-01 2.5993e+02
63883 8.8000e-02 6.5867e-02 3.6170e+00 8.9479e+00 9.3378e-02 7.0432e-01 2.6043e+02
64006 8.9200e-02 6.5800e-02 3.6337e+00 8.9297e+00 9.2042e-02 7.1762e-01 2.6092e+02
64130 9.0800e-02 6.6067e-02 3.6531e+00 8.9331e+00 9.9618e-02 7.2790e-01 2.6141e+02
64255 8.5800e-02 6.6883e-02 3.6358e+00 8.9448e+00 1.0894e-01 7.2795e-01 2.6191e+02
64379 8.5400e-02 6.6567e-02 3.6291e+00 8.9311e+00 1.0594e-01 7.3499e-01 2.6240e+02
64504 8.2000e-02 6.5767e-02 3.6319e+00 8.9182e+00 9.9591e-02 7.5288e-01 2.6290e+02
64629 8.5800e-02 6.4800e-02 3.6338e+00 8.9097e+00 8.1097e-02 7.4894e-01 2.6340e+02
64754 8.7800e-02 6.6267e-02 3.6236e+00 8.9108e+00 7.2812e-02 7.4378e-01 2.6389e+02
64879 8.9000e-02 6.6017e-02 3.6047e+00 8.9315e+00 8.7054e-02 7.5332e-01 2.6439e+02
65005 8.6600e-02 6.7017e-02 3.6125e+00 8.9217e+00 1.1086e-01 7.7371e-01 2.6488e+02
65131 8.8800e-02 6.7750e-02 3.5915e+00 8.9177e+00 1.2919e-01 7.3885e-01 2.6538e+02
65257 8.8000e-02 6.6283e-02 3.5929e+00 8.9150e+00 1.3679e-01 7.4862e-01 2.6588e+02
65383 8.9000e-02 6.7083e-02 3.6115e+00 8.8995e+00 1.3865e-01 7.6572e-01 2.6638e+02
65510 9.4400e-02 6.8550e-02 3.6045e+00 8.8920e+00 1.3502e-01 7.8221e-01 2.6689e+02
65637 8.7200e-02 6.8100e-02 3.5883e+00 8.8889e+00 1.2234e-01 8.0410e-01 2.6740e+02
65764 9.0600e-02 6.6900e-02 3.5839e+00 8.8886e+00 1.3986e-01 8.2309e-01 2.6790e+02
65891 8.8200e-02 6.6633e-02 3.6025e+00 8.8973e+00 1.5872e-01 8.2445e-01 2.6840e+02
66019 8.5400e-02 6.5417e-02 3.6103e+00 8.8666e+00 1.6954e-01 8.4005e-01 2.6891e+02
66147 8.6200e-02 6.6767e-02 3.5825e+00 8.8660e+00 1.7820e-01 8.2600e-01 2.6942e+02
66275 8.8200e-02 6.7617e-02 3.5868e+00 8.8660e+00 1.8885e-01 8.3807e-01 2.6993e+02
66403 8.3800e-02 6.5333e-02 3.5813e+00 8.8887e+00 1.9571e-01 8.3731e-01 2.7044e+02
66532 8.6000e-02 6.4850e-02 3.6002e+00 8.8984e+00 2.1732e-01 8.2761e-01 2.7095e+02
66660 8.8600e-02 6.5817e-02 3.5939e+00 8.8989e+00 2.0118e-01 7.8844e-01 2.7146e+02
66790 8.8200e-02 6.6283e-02 3.6068e+00 8.9041e+00 1.8605e-01 7.7806e-01 2.7198e+02
66919 8.6800e-02 6.7300e-02 3.6031e+00 8.9039e+00 1.9076e-01 7.6397e-01 2.7249e+02
67049 8.8200e-02 6.7467e-02 3.6008e+00 8.8942e+00 1.9581e-01 7.4881e-01 2.7301e+02
67178 8.5200e-02 6.6967e-02 3.6005e+00 8.8625e+00 1.6968e-01 7.4126e-01 2.7352e+02
67308 8.0800e-02 6.6483e-02 3.5987e+00 8.8577e+00 1.5276e-01 7.5012e-01 2.7403e+02
67439 8.4400e-02 6.5850e-02 3.6117e+00 8.8670e+00 1.5172e-01 7.3886e-01 2.7455e+02
67569 8.4600e-02 6.5983e-02 3.6108e+00 8.8611e+00 1.6015e-01 7.4390e-01 2.7507e+02
67700 8.0000e-02 6.5867e-02 3.6125e+00 8.8472e+00 1.5059e-01 6.9219e-01 2.7559e+02
67831 8.3200e-02 6.5950e-02 3.6065e+00 8.8497e+00 1.6014e-01 7.0237e-01 2.7611e+02
67963 8.3200e-02 6.5500e-02 3.6299e+00 8.8675e+00 1.5623e-01 7.1493e-01 2.7664e+02
68094 8.7200e-02 6.6517e-02 3.6402e+00 8.9039e+00 1.6386e-01 7.3376e-01 2.7716e+02
68226 8.5000e-02 6.6733e-02 3.6536e+00 8.9083e+00 2.0045e-01 7.3627e-01 2.7769e+02
68358 8.5800e-02 6.7033e-02 3.6470e+00 8.9087e+00 2.0157e-01 7.5164e-01 2.7821e+02
68491 9.1000e-02 6.7317e-02 3.6383e+00 8.8888e+00 1.7484e-01 7.6213e-01 2.7874e+02
68623 8.7200e-02 6.6633e-02 3.6398e+00 8.9041e+00 1.5966e-01 7.5630e-01 2.7927e+02
68756 8.6200e-02 6.6900e-02 3.6371e+00 8.9030e+00 1.5918e-01 7.6141e-01 2.7980e+02
68889 8.7400e-02 6.5433e-02 3.6191e+00 8.8935e+00 1.3334e-01 7.5120e-01 2.8032e+02
69023 8.8800e-02 6.6267e-02 3.6303e+00 8.9091e+00 1.3361e-01 7.3772e-01 2.8086e+02
69157 8.5400e-02 6.5417e-02 3.6519e+00 8.8843e+00 1.4061e-01 7.2388e-01 2.8139e+02
69290 8.6800e-02 6.4683e-02 3.6723e+00 8.8585e+00 1.5706e-01 7.0409e-01 2.8192e+02
69425 8.4200e-02 6.4883e-02 3.6652e+00 8.8664e+00 1.2793e-01 7.0919e-01 2.8246e+02
69559 8.8600e-02 6.4967e-02 3.6567e+00 8.8738e+00 1.5278e-01 7.1793e-01 2.8300e+02
69694 8.7200e-02 6.5900e-02 3.6705e+00 8.8926e+00 1.6066e-01 7.0933e-01 2.8353e+02
69829 8.9200e-02 6.5600e-02 3.6454e+00 8.8753e+00 1.3533e-01 7.1250e-01 2.8407e+02
69964 8.6600e-02 6.4683e-02 3.6298e+00 8.8654e+00 1.4232e-01 7.3478e-01 2.8461e+02
70100 9.2800e-02 6.5800e-02 3.6604e+00 8.8699e+00 1.2623e-01 7.1613e-01 2.8515e+02
70235 8.9800e-02 6.4350e-02 3.6521e+00 8.8930e+00 1.1587e-01 7.1839e-01 2.8569e+02
70371 8.7400e-02 6.4650e-02 3.6315e+00 8.8831e+00 9.1575e-02 6.8186e-01 2.8623e+02
70508 8.9800e-02 6.6483e-02 3.6415e+00 8.8636e+00 1.0597e-01 6.6614e-01 2.8678e+02
70644 8.9200e-02 6.6217e-02 3.6310e+00 8.8668e+00 9.6590e-02 6.5148e-01 2.8732e+02
70781 8.9600e-02 6.6567e-02 3.6126e+00 8.8808e+00 7.8767e-02 6.6132e-01 2.8787e+02
70918 8.9400e-02 6.5500e-02 3.5998e+00 8.9078e+00 8.5892e-02 6.4277e-01 2.8841e+02
71055 8.9600e-02 6.5617e-02 3.6071e+00 8.8907e+00 1.0898e-01 6.4070e-01 2.8896e+02
71193 8.8200e-02 6.5500e-02 3.6101e+00 8.8906e+00 1.1236e-01 6.3749e-01 2.8950e+02
71331 9.0400e-02 6.6100e-02 3.6124e+00 8.8904e+00 1.1591e-01 6.7238e-01 2.9005e+02
71469 9.3200e-02 6.5550e-02 3.6150e+00 8.9106e+00 1.2907e-01 6.8364e-01 2.9060e+02
71607 8.6800e-02 6.5450e-02 3.6524e+00 8.9032e+00 1.1150e-01 6.6956e-01 2.9115e+02
71746 8.7800e-02 6.6350e-02 3.6316e+00 8.8761e+00 1.3482e-01 6.7868e-01 2.9170e+02
71885 8.9800e-02 6.6700e-02 3.6395e+00 8.8909e+00 1.3563e-01 6.8951e-01 2.9226e+02
72024 8.7400e-02 6.6133e-02 3.6402e+00 8.9097e+00 1.3447e-01 6.8931e-01 2.9281e+02
72164 8.7000e-02 6.6333e-02 3.6259e+00 8.9015e+00 1.5521e-01 6.8656e-01 2.9336e+02
72303 8.9200e-02 6.6200e-02 3.6112e+00 8.8618e+00 1.4021e-01 6.8806e-01 2.9391e+02
72444 8.6800e-02 6.6467e-02 3.6433e+00 8.8682e+00 1.2730e-01 7.0397e-01 2.9448e+02
72584 8.9600e-02 6.7300e-02 3.6230e+00 8.8931e+00 1.2492e-01 7.3058e-01 2.9503e+02
72724 8.4600e-02 6.6533e-02 3.6200e+00 8.9153e+00 1.1963e-01 7.3759e-01 2.9559e+02
72865 9.0600e-02 6.5583e-02 3.6402e+00 8.9300e+00 1.0625e-01 7.3387e-01 2.9615e+02
73006 8.8200e-02 6.6833e-02 3.6233e+00 8.8992e+00 9.5378e-02 7.2564e-01 2.9671e+02
73148 8.8200e-02 6.6717e-02 3.6250e+00 8.8909e+00 9.0131e-02 7.3283e-01 2.9728e+02
73289 8.9600e-02 6.6267e-02 3.6094e+00 8.8814e+00 8.2720e-02 7.2678e-01 2.9784e+02
73431 9.0000e-02 6.6683e-02 3.6085e+00 8.8924e+00 9.3384e-02 7.1050e-01 2.9841e+02
73574 8.5600e-02 6.5683e-02 3.6095e+00 8.9066e+00 8.5431e-02 7.1797e-01 2.9898e+02
73716 8.4000e-02 6.4250e-02 3.5876e+00 8.9008e+00 8.9802e-02 7.2920e-01 2.9954e+02
73859 8.9600e-02 6.5567e-02 3.5868e+00 8.8956e+00 8.4432e-02 7.0236e-01 3.0011e+02
74002 8.9800e-02 6.7200e-02 3.5833e+00 8.8894e+00 7.6554e-02 7.2251e-01 3.0068e+02
74145 8.8000e-02 6.5100e-02 3.5864e+00 8.8954e+00 1.1446e-01 7.4256e-01 3.0126e+02
74289 8.6800e-02 6.6333e-02 3.6017e+00 8.9028e+00 9.6018e-02 7.5659e-01 3.0183e+02
74433 8.4800e-02 6.5700e-02 3.6041e+00 8.8597e+00 9.7001e-02 7.6555e-01 3.0241e+02
74577 8.3600e-02 6.6700e-02 3.5952e+00 8.8586e+00 1.1417e-01 7.6041e-01 3.0298e+02
74721 8.5800e-02 6.6683e-02 3.6095e+00 8.8619e+00 1.0818e-01 7.6275e-01 3.0355e+02
74866 8.6400e-02 6.5383e-02 3.6162e+00 8.8559e+00 1.2124e-01 7.5106e-01 3.0413e+02
75011 8.9200e-02 6.6250e-02 3.6061e+00 8.8697e+00 1.1899e-01 7.7051e-01 3.0471e+02
75156 8.8400e-02 6.6817e-02 3.6043e+00 8.8340e+00 1.1585e-01 7.6866e-01 3.0529e+02
