t test_loss train_loss W_norm W_2_norm b_norm b_2_norm time
4217 1.5320e-01 1.3032e-01 2.2251e+00 3.4278e+00 1.4164e+00 3.6853e-01 4.0426e+01
4218 1.5120e-01 1.3025e-01 2.2273e+00 3.4267e+00 1.4123e+00 3.6096e-01 4.0435e+01
4219 1.5120e-01 1.3025e-01 2.2273e+00 3.4267e+00 1.4123e+00 3.6096e-01 4.0445e+01
4220 1.4960e-01 1.2998e-01 2.2318e+00 3.4305e+00 1.4101e+00 3.6178e-01 4.0455e+01
4221 1.5120e-01 1.3008e-01 2.2321e+00 3.4359e+00 1.4090e+00 3.6537e-01 4.0464e+01
4222 1.5080e-01 1.3107e-01 2.2319e+00 3.4371e+00 1.4118e+00 3.6424e-01 4.0474e+01
4223 1.5080e-01 1.3107e-01 2.2319e+00 3.4371e+00 1.4118e+00 3.6424e-01 4.0483e+01
4224 1.4880e-01 1.3018e-01 2.2276e+00 3.4393e+00 1.4108e+00 3.6439e-01 4.0493e+01
4225 1.4780e-01 1.3158e-01 2.2260e+00 3.4427e+00 1.4167e+00 3.6611e-01 4.0502e+01
4226 1.4780e-01 1.3158e-01 2.2260e+00 3.4427e+00 1.4167e+00 3.6611e-01 4.0511e+01
4227 1.4980e-01 1.3078e-01 2.2321e+00 3.4414e+00 1.4217e+00 3.6410e-01 4.0521e+01
4228 1.4980e-01 1.3078e-01 2.2321e+00 3.4414e+00 1.4217e+00 3.6410e-01 4.0531e+01
4229 1.4720e-01 1.2963e-01 2.2294e+00 3.4378e+00 1.4200e+00 3.6116e-01 4.0540e+01
4230 1.4860e-01 1.2995e-01 2.2254e+00 3.4368e+00 1.4171e+00 3.5701e-01 4.0550e+01
4231 1.4860e-01 1.2995e-01 2.2254e+00 3.4368e+00 1.4171e+00 3.5701e-01 4.0559e+01
4232 1.4740e-01 1.2942e-01 2.2261e+00 3.4367e+00 1.4143e+00 3.5533e-01 4.0569e+01
4233 1.4740e-01 1.2942e-01 2.2261e+00 3.4367e+00 1.4143e+00 3.5533e-01 4.0578e+01
4234 1.4700e-01 1.2928e-01 2.2243e+00 3.4332e+00 1.4089e+00 3.5710e-01 4.0588e+01
4235 1.4880e-01 1.3125e-01 2.2281e+00 3.4382e+00 1.4094e+00 3.6118e-01 4.0597e+01
4236 1.4880e-01 1.3125e-01 2.2281e+00 3.4382e+00 1.4094e+00 3.6118e-01 4.0607e+01
4237 1.4900e-01 1.3088e-01 2.2301e+00 3.4402e+00 1.4104e+00 3.5669e-01 4.0617e+01
4238 1.4640e-01 1.3018e-01 2.2234e+00 3.4395e+00 1.4036e+00 3.6082e-01 4.0626e+01
4239 1.4700e-01 1.2970e-01 2.2244e+00 3.4388e+00 1.4068e+00 3.6194e-01 4.0636e+01
4240 1.4700e-01 1.2920e-01 2.2223e+00 3.4387e+00 1.4060e+00 3.6402e-01 4.0646e+01
4241 1.4620e-01 1.2880e-01 2.2175e+00 3.4386e+00 1.4087e+00 3.5812e-01 4.0655e+01
4242 1.4940e-01 1.3013e-01 2.2155e+00 3.4380e+00 1.4082e+00 3.6367e-01 4.0665e+01
4243 1.4740e-01 1.2940e-01 2.2206e+00 3.4392e+00 1.4066e+00 3.6340e-01 4.0675e+01
4244 1.4740e-01 1.2940e-01 2.2206e+00 3.4392e+00 1.4066e+00 3.6340e-01 4.0684e+01
4245 1.4600e-01 1.2973e-01 2.2215e+00 3.4366e+00 1.4129e+00 3.6226e-01 4.0693e+01
4246 1.4860e-01 1.2983e-01 2.2133e+00 3.4324e+00 1.4097e+00 3.6592e-01 4.0703e+01
4247 1.4760e-01 1.2928e-01 2.2141e+00 3.4300e+00 1.4140e+00 3.6639e-01 4.0713e+01
4248 1.4640e-01 1.2868e-01 2.2136e+00 3.4254e+00 1.4121e+00 3.6770e-01 4.0722e+01
4249 1.4640e-01 1.2868e-01 2.2136e+00 3.4254e+00 1.4121e+00 3.6770e-01 4.0732e+01
4250 1.4600e-01 1.2800e-01 2.2148e+00 3.4236e+00 1.4110e+00 3.6472e-01 4.0741e+01
4251 1.4600e-01 1.2800e-01 2.2148e+00 3.4236e+00 1.4110e+00 3.6472e-01 4.0751e+01
4252 1.4520e-01 1.2903e-01 2.2217e+00 3.4225e+00 1.4096e+00 3.6472e-01 4.0760e+01
4253 1.4860e-01 1.3020e-01 2.2224e+00 3.4194e+00 1.4111e+00 3.6438e-01 4.0770e+01
4254 1.4820e-01 1.3053e-01 2.2307e+00 3.4184e+00 1.4105e+00 3.6376e-01 4.0780e+01
4255 1.4820e-01 1.3053e-01 2.2307e+00 3.4184e+00 1.4105e+00 3.6376e-01 4.0789e+01
4256 1.4680e-01 1.2965e-01 2.2268e+00 3.4215e+00 1.4151e+00 3.6775e-01 4.0799e+01
4257 1.4780e-01 1.3038e-01 2.2262e+00 3.4223e+00 1.4173e+00 3.6614e-01 4.0808e+01
4258 1.4700e-01 1.2967e-01 2.2253e+00 3.4217e+00 1.4163e+00 3.6553e-01 4.0818e+01
4259 1.4760e-01 1.2882e-01 2.2188e+00 3.4201e+00 1.4161e+00 3.6745e-01 4.0828e+01
4260 1.4760e-01 1.2942e-01 2.2195e+00 3.4250e+00 1.4144e+00 3.6569e-01 4.0837e+01
4261 1.4920e-01 1.3070e-01 2.2182e+00 3.4277e+00 1.4138e+00 3.6588e-01 4.0847e+01
4262 1.5000e-01 1.2988e-01 2.2151e+00 3.4252e+00 1.4126e+00 3.6821e-01 4.0856e+01
4263 1.4800e-01 1.3025e-01 2.2137e+00 3.4284e+00 1.4174e+00 3.7384e-01 4.0866e+01
4264 1.4800e-01 1.3025e-01 2.2137e+00 3.4284e+00 1.4174e+00 3.7384e-01 4.0875e+01
4265 1.4960e-01 1.3042e-01 2.2159e+00 3.4278e+00 1.4151e+00 3.7172e-01 4.0885e+01
4266 1.4880e-01 1.2963e-01 2.2119e+00 3.4262e+00 1.4130e+00 3.6841e-01 4.0894e+01
4267 1.4980e-01 1.2945e-01 2.2063e+00 3.4229e+00 1.4074e+00 3.7249e-01 4.0904e+01
4268 1.4720e-01 1.2923e-01 2.2082e+00 3.4257e+00 1.4119e+00 3.6886e-01 4.0913e+01
4269 1.4620e-01 1.2962e-01 2.2108e+00 3.4290e+00 1.4136e+00 3.6862e-01 4.0923e+01
4270 1.4700e-01 1.2915e-01 2.2133e+00 3.4306e+00 1.4144e+00 3.6681e-01 4.0933e+01
4271 1.4640e-01 1.2947e-01 2.2142e+00 3.4266e+00 1.4116e+00 3.7097e-01 4.0942e+01
4272 1.4860e-01 1.2930e-01 2.2182e+00 3.4285e+00 1.4143e+00 3.6763e-01 4.0952e+01
4273 1.4760e-01 1.2970e-01 2.2172e+00 3.4285e+00 1.4085e+00 3.6982e-01 4.0962e+01
4274 1.4580e-01 1.3032e-01 2.2144e+00 3.4278e+00 1.4156e+00 3.6869e-01 4.0971e+01
4275 1.5040e-01 1.3008e-01 2.2075e+00 3.4365e+00 1.4161e+00 3.7004e-01 4.0981e+01
4276 1.4980e-01 1.2920e-01 2.2073e+00 3.4379e+00 1.4157e+00 3.6430e-01 4.0990e+01
4277 1.5060e-01 1.3103e-01 2.2058e+00 3.4409e+00 1.4176e+00 3.6553e-01 4.1000e+01
4278 1.4820e-01 1.3020e-01 2.2129e+00 3.4392e+00 1.4202e+00 3.6806e-01 4.1009e+01
4279 1.4780e-01 1.3088e-01 2.2152e+00 3.4404e+00 1.4217e+00 3.6371e-01 4.1019e+01
4280 1.4740e-01 1.3047e-01 2.2176e+00 3.4428e+00 1.4163e+00 3.6394e-01 4.1029e+01
4281 1.4840e-01 1.2992e-01 2.2201e+00 3.4424e+00 1.4168e+00 3.6251e-01 4.1038e+01
4282 1.4900e-01 1.3027e-01 2.2191e+00 3.4478e+00 1.4155e+00 3.6265e-01 4.1048e+01
4283 1.4820e-01 1.3035e-01 2.2166e+00 3.4418e+00 1.4126e+00 3.6181e-01 4.1057e+01
4284 1.4740e-01 1.3010e-01 2.2172e+00 3.4411e+00 1.4097e+00 3.6263e-01 4.1067e+01
4285 1.4760e-01 1.2987e-01 2.2104e+00 3.4399e+00 1.4081e+00 3.6191e-01 4.1077e+01
4286 1.4720e-01 1.2888e-01 2.2057e+00 3.4395e+00 1.4091e+00 3.6383e-01 4.1086e+01
4287 1.4760e-01 1.2910e-01 2.2018e+00 3.4404e+00 1.4109e+00 3.6794e-01 4.1096e+01
4288 1.4700e-01 1.2937e-01 2.1986e+00 3.4422e+00 1.4079e+00 3.7204e-01 4.1105e+01
4289 1.4720e-01 1.2950e-01 2.2020e+00 3.4442e+00 1.4025e+00 3.7594e-01 4.1115e+01
4290 1.4700e-01 1.2920e-01 2.2101e+00 3.4428e+00 1.3988e+00 3.7551e-01 4.1124e+01
4291 1.4960e-01 1.2875e-01 2.2113e+00 3.4442e+00 1.3960e+00 3.7583e-01 4.1134e+01
4292 1.4780e-01 1.2943e-01 2.2141e+00 3.4392e+00 1.3917e+00 3.7585e-01 4.1144e+01
4293 1.4440e-01 1.2935e-01 2.2099e+00 3.4405e+00 1.3929e+00 3.7984e-01 4.1153e+01
4294 1.4600e-01 1.2900e-01 2.2128e+00 3.4394e+00 1.3958e+00 3.7998e-01 4.1163e+01
4295 1.4460e-01 1.2885e-01 2.2154e+00 3.4363e+00 1.3968e+00 3.8164e-01 4.1172e+01
4296 1.4280e-01 1.2965e-01 2.2164e+00 3.4389e+00 1.3921e+00 3.7801e-01 4.1182e+01
4297 1.4640e-01 1.2938e-01 2.2152e+00 3.4345e+00 1.3921e+00 3.7931e-01 4.1192e+01
4298 1.4380e-01 1.2903e-01 2.2196e+00 3.4370e+00 1.3962e+00 3.8363e-01 4.1201e+01
4299 1.4380e-01 1.2903e-01 2.2196e+00 3.4370e+00 1.3962e+00 3.8363e-01 4.1210e+01
4300 1.4240e-01 1.2897e-01 2.2211e+00 3.4383e+00 1.3977e+00 3.8755e-01 4.1220e+01
4301 1.4240e-01 1.2897e-01 2.2211e+00 3.4383e+00 1.3977e+00 3.8755e-01 4.1229e+01
4302 1.4540e-01 1.2880e-01 2.2171e+00 3.4376e+00 1.4014e+00 3.8733e-01 4.1239e+01
4303 1.4620e-01 1.2980e-01 2.2241e+00 3.4500e+00 1.4033e+00 3.8658e-01 4.1248e+01
4304 1.4240e-01 1.2963e-01 2.2264e+00 3.4565e+00 1.4057e+00 3.9100e-01 4.1258e+01
4305 1.4220e-01 1.2867e-01 2.2287e+00 3.4589e+00 1.4096e+00 3.8684e-01 4.1268e+01
4306 1.4340e-01 1.2848e-01 2.2260e+00 3.4592e+00 1.4156e+00 3.8825e-01 4.1277e+01
4307 1.4440e-01 1.2855e-01 2.2268e+00 3.4575e+00 1.4182e+00 3.9394e-01 4.1287e+01
4308 1.4440e-01 1.2855e-01 2.2268e+00 3.4575e+00 1.4182e+00 3.9394e-01 4.1296e+01
4309 1.4300e-01 1.2978e-01 2.2256e+00 3.4603e+00 1.4179e+00 3.9282e-01 4.1306e+01
4310 1.4300e-01 1.2978e-01 2.2256e+00 3.4603e+00 1.4179e+00 3.9282e-01 4.1315e+01
4311 1.4360e-01 1.3003e-01 2.2207e+00 3.4589e+00 1.4169e+00 3.8593e-01 4.1325e+01
4312 1.4420e-01 1.2908e-01 2.2250e+00 3.4598e+00 1.4181e+00 3.9106e-01 4.1334e+01
4313 1.4380e-01 1.3045e-01 2.2280e+00 3.4600e+00 1.4232e+00 3.9176e-01 4.1344e+01
4314 1.4380e-01 1.3045e-01 2.2280e+00 3.4600e+00 1.4232e+00 3.9176e-01 4.1353e+01
4315 1.4540e-01 1.3028e-01 2.2291e+00 3.4614e+00 1.4226e+00 3.9954e-01 4.1363e+01
4316 1.4540e-01 1.3028e-01 2.2291e+00 3.4614e+00 1.4226e+00 3.9954e-01 4.1372e+01
4317 1.4700e-01 1.3035e-01 2.2315e+00 3.4614e+00 1.4200e+00 4.0311e-01 4.1382e+01
4318 1.4700e-01 1.2988e-01 2.2336e+00 3.4614e+00 1.4154e+00 4.0203e-01 4.1391e+01
4319 1.4740e-01 1.2978e-01 2.2345e+00 3.4642e+00 1.4222e+00 4.0519e-01 4.1401e+01
4320 1.4780e-01 1.2935e-01 2.2358e+00 3.4675e+00 1.4236e+00 4.0409e-01 4.1411e+01
4321 1.4660e-01 1.2900e-01 2.2311e+00 3.4660e+00 1.4263e+00 4.0492e-01 4.1420e+01
4322 1.4660e-01 1.2900e-01 2.2311e+00 3.4660e+00 1.4263e+00 4.0492e-01 4.1430e+01
4323 1.4700e-01 1.2905e-01 2.2307e+00 3.4686e+00 1.4270e+00 4.0509e-01 4.1440e+01
4324 1.4780e-01 1.2895e-01 2.2260e+00 3.4697e+00 1.4307e+00 4.0606e-01 4.1449e+01
4325 1.4960e-01 1.2922e-01 2.2249e+00 3.4681e+00 1.4302e+00 4.1021e-01 4.1459e+01
4326 1.4700e-01 1.2877e-01 2.2190e+00 3.4666e+00 1.4304e+00 4.1505e-01 4.1468e+01
4327 1.4700e-01 1.2877e-01 2.2190e+00 3.4666e+00 1.4304e+00 4.1505e-01 4.1478e+01
4331 1.4620e-01 1.2855e-01 2.2147e+00 3.4658e+00 1.4304e+00 4.1289e-01 4.1509e+01
4339 1.4820e-01 1.2878e-01 2.2089e+00 3.4669e+00 1.4309e+00 4.0864e-01 4.1571e+01
4347 1.4940e-01 1.2815e-01 2.2023e+00 3.4740e+00 1.4350e+00 4.0373e-01 4.1633e+01
4356 1.4800e-01 1.2848e-01 2.1975e+00 3.4665e+00 1.4274e+00 3.9256e-01 4.1702e+01
4364 1.4780e-01 1.2947e-01 2.2021e+00 3.4675e+00 1.4276e+00 3.9351e-01 4.1763e+01
4373 1.4800e-01 1.2870e-01 2.2141e+00 3.4567e+00 1.4260e+00 3.9320e-01 4.1833e+01
4381 1.4740e-01 1.2860e-01 2.2290e+00 3.4405e+00 1.4322e+00 3.8996e-01 4.1895e+01
4390 1.5000e-01 1.2962e-01 2.2331e+00 3.4375e+00 1.4283e+00 3.9352e-01 4.1964e+01
4398 1.5020e-01 1.2927e-01 2.2186e+00 3.4351e+00 1.4325e+00 3.9168e-01 4.2026e+01
4407 1.5020e-01 1.2802e-01 2.2177e+00 3.4408e+00 1.4459e+00 3.9746e-01 4.2096e+01
4415 1.4880e-01 1.2883e-01 2.2053e+00 3.4370e+00 1.4572e+00 4.0391e-01 4.2158e+01
4424 1.4980e-01 1.3003e-01 2.2085e+00 3.4349e+00 1.4596e+00 4.1591e-01 4.2227e+01
4432 1.5320e-01 1.3102e-01 2.2136e+00 3.4348e+00 1.4593e+00 4.0834e-01 4.2290e+01
4441 1.5120e-01 1.2995e-01 2.2214e+00 3.4350e+00 1.4638e+00 4.0764e-01 4.2357e+01
4450 1.4860e-01 1.2912e-01 2.2166e+00 3.4399e+00 1.4704e+00 4.0813e-01 4.2427e+01
4458 1.4640e-01 1.2862e-01 2.2071e+00 3.4412e+00 1.4810e+00 4.0827e-01 4.2489e+01
4467 1.4660e-01 1.2818e-01 2.2262e+00 3.4561e+00 1.4814e+00 4.0223e-01 4.2558e+01
4475 1.4800e-01 1.3027e-01 2.2246e+00 3.4482e+00 1.4740e+00 3.9873e-01 4.2621e+01
4484 1.4660e-01 1.3105e-01 2.2201e+00 3.4524e+00 1.4762e+00 3.9739e-01 4.2690e+01
4493 1.4580e-01 1.2773e-01 2.2357e+00 3.4504e+00 1.4528e+00 3.9803e-01 4.2760e+01
4501 1.4660e-01 1.2950e-01 2.2369e+00 3.4617e+00 1.4671e+00 3.8272e-01 4.2822e+01
4510 1.4800e-01 1.2822e-01 2.2413e+00 3.4748e+00 1.4871e+00 3.6337e-01 4.2892e+01
4519 1.4580e-01 1.2782e-01 2.2471e+00 3.4695e+00 1.4876e+00 3.6229e-01 4.2961e+01
4528 1.4660e-01 1.2717e-01 2.2465e+00 3.4725e+00 1.4924e+00 3.7028e-01 4.3029e+01
4536 1.4680e-01 1.2752e-01 2.2355e+00 3.4742e+00 1.5016e+00 3.7100e-01 4.3092e+01
4545 1.4400e-01 1.2863e-01 2.2250e+00 3.4806e+00 1.4911e+00 3.5364e-01 4.3161e+01
4554 1.4720e-01 1.2768e-01 2.2279e+00 3.4926e+00 1.4963e+00 3.4897e-01 4.3230e+01
4563 1.5340e-01 1.2728e-01 2.2239e+00 3.4700e+00 1.5061e+00 3.5491e-01 4.3301e+01
4572 1.4800e-01 1.2710e-01 2.2063e+00 3.4654e+00 1.5045e+00 3.5036e-01 4.3371e+01
4581 1.4900e-01 1.2745e-01 2.2022e+00 3.4621e+00 1.5066e+00 3.5410e-01 4.3439e+01
4589 1.4980e-01 1.2768e-01 2.1969e+00 3.4682e+00 1.5076e+00 3.6066e-01 4.3501e+01
4598 1.4980e-01 1.2795e-01 2.1975e+00 3.4699e+00 1.5075e+00 3.6843e-01 4.3570e+01
4607 1.5000e-01 1.2863e-01 2.2046e+00 3.4804e+00 1.5143e+00 3.7746e-01 4.3640e+01
4616 1.5000e-01 1.2795e-01 2.1995e+00 3.4796e+00 1.5163e+00 3.6934e-01 4.3710e+01
4625 1.4820e-01 1.2713e-01 2.1924e+00 3.4758e+00 1.5138e+00 3.7805e-01 4.3780e+01
4634 1.4940e-01 1.2712e-01 2.1591e+00 3.4818e+00 1.5268e+00 3.7603e-01 4.3850e+01
4643 1.5240e-01 1.2847e-01 2.1595e+00 3.4936e+00 1.5322e+00 3.5878e-01 4.3919e+01
4652 1.5240e-01 1.2763e-01 2.1532e+00 3.5000e+00 1.5395e+00 3.5950e-01 4.3989e+01
4661 1.5100e-01 1.2692e-01 2.1604e+00 3.5047e+00 1.5441e+00 3.6314e-01 4.4059e+01
4670 1.4920e-01 1.2715e-01 2.1617e+00 3.5254e+00 1.5591e+00 3.6917e-01 4.4128e+01
4679 1.5020e-01 1.2775e-01 2.1538e+00 3.5225e+00 1.5680e+00 3.5047e-01 4.4198e+01
4688 1.4920e-01 1.2853e-01 2.1473e+00 3.5272e+00 1.5666e+00 3.7187e-01 4.4268e+01
4697 1.5100e-01 1.2942e-01 2.1660e+00 3.5351e+00 1.5777e+00 3.7728e-01 4.4337e+01
4706 1.5180e-01 1.3023e-01 2.1716e+00 3.5357e+00 1.5817e+00 3.7464e-01 4.4407e+01
4715 1.5040e-01 1.2912e-01 2.1684e+00 3.5213e+00 1.5898e+00 3.6698e-01 4.4477e+01
4725 1.4880e-01 1.2780e-01 2.1763e+00 3.5319e+00 1.5830e+00 3.5600e-01 4.4554e+01
4734 1.4880e-01 1.2635e-01 2.1906e+00 3.5284e+00 1.5833e+00 3.4323e-01 4.4625e+01
4743 1.4780e-01 1.2693e-01 2.1883e+00 3.5261e+00 1.5823e+00 3.3732e-01 4.4694e+01
4752 1.4780e-01 1.2585e-01 2.1879e+00 3.5270e+00 1.5780e+00 3.3696e-01 4.4763e+01
4761 1.4580e-01 1.2540e-01 2.1818e+00 3.5285e+00 1.5918e+00 3.4210e-01 4.4832e+01
4771 1.4660e-01 1.2532e-01 2.1789e+00 3.5221e+00 1.5806e+00 3.3910e-01 4.4910e+01
4780 1.5120e-01 1.2623e-01 2.1583e+00 3.5131e+00 1.5934e+00 3.3520e-01 4.4980e+01
4789 1.4960e-01 1.2725e-01 2.1493e+00 3.5226e+00 1.6007e+00 3.3432e-01 4.5050e+01
4798 1.4780e-01 1.2530e-01 2.1571e+00 3.5253e+00 1.6040e+00 3.3635e-01 4.5120e+01
4808 1.5000e-01 1.2528e-01 2.1639e+00 3.5037e+00 1.6103e+00 3.3055e-01 4.5197e+01
4817 1.4860e-01 1.2388e-01 2.1706e+00 3.5170e+00 1.6047e+00 3.3886e-01 4.5268e+01
4826 1.4820e-01 1.2498e-01 2.1715e+00 3.5031e+00 1.6026e+00 3.4702e-01 4.5338e+01
4836 1.4820e-01 1.2508e-01 2.1659e+00 3.5155e+00 1.6039e+00 3.4742e-01 4.5415e+01
4845 1.4720e-01 1.2548e-01 2.1622e+00 3.5202e+00 1.5948e+00 3.4272e-01 4.5485e+01
4854 1.4800e-01 1.2483e-01 2.1705e+00 3.5194e+00 1.5989e+00 3.3970e-01 4.5554e+01
4864 1.4740e-01 1.2615e-01 2.1853e+00 3.5086e+00 1.6182e+00 3.4561e-01 4.5631e+01
4873 1.4640e-01 1.2457e-01 2.1766e+00 3.5120e+00 1.6217e+00 3.4111e-01 4.5701e+01
4883 1.4640e-01 1.2425e-01 2.1779e+00 3.5187e+00 1.6304e+00 3.5403e-01 4.5778e+01
4892 1.4440e-01 1.2475e-01 2.1805e+00 3.5324e+00 1.6213e+00 3.5426e-01 4.5847e+01
4902 1.4380e-01 1.2463e-01 2.1680e+00 3.5279e+00 1.6242e+00 3.6290e-01 4.5924e+01
4911 1.4580e-01 1.2622e-01 2.1775e+00 3.5185e+00 1.6422e+00 3.5325e-01 4.5994e+01
4921 1.4600e-01 1.2558e-01 2.1836e+00 3.5191e+00 1.6470e+00 3.5818e-01 4.6070e+01
4930 1.4760e-01 1.2448e-01 2.1836e+00 3.5221e+00 1.6459e+00 3.7059e-01 4.6139e+01
4940 1.5280e-01 1.2625e-01 2.1882e+00 3.5230e+00 1.6391e+00 3.6972e-01 4.6216e+01
4949 1.5140e-01 1.2780e-01 2.1866e+00 3.5010e+00 1.6421e+00 3.4572e-01 4.6285e+01
4959 1.5140e-01 1.2637e-01 2.1920e+00 3.4967e+00 1.6407e+00 3.4641e-01 4.6362e+01
4968 1.5180e-01 1.2638e-01 2.1786e+00 3.4877e+00 1.6528e+00 3.5119e-01 4.6432e+01
4978 1.5320e-01 1.2680e-01 2.1766e+00 3.4850e+00 1.6694e+00 3.4614e-01 4.6509e+01
4988 1.4920e-01 1.2340e-01 2.1814e+00 3.4817e+00 1.6581e+00 3.5397e-01 4.6585e+01
4997 1.5420e-01 1.2427e-01 2.1779e+00 3.4979e+00 1.6586e+00 3.4467e-01 4.6655e+01
5007 1.5040e-01 1.2483e-01 2.1770e+00 3.5079e+00 1.6582e+00 3.5353e-01 4.6732e+01
5017 1.4920e-01 1.2442e-01 2.1873e+00 3.5018e+00 1.6637e+00 3.4673e-01 4.6809e+01
5026 1.4940e-01 1.2465e-01 2.1888e+00 3.4900e+00 1.6690e+00 3.4476e-01 4.6879e+01
5036 1.5040e-01 1.2380e-01 2.1996e+00 3.5025e+00 1.6715e+00 3.4001e-01 4.6956e+01
5046 1.4920e-01 1.2353e-01 2.2093e+00 3.5016e+00 1.6727e+00 3.3747e-01 4.7034e+01
5056 1.5040e-01 1.2417e-01 2.2038e+00 3.4944e+00 1.6861e+00 3.4103e-01 4.7112e+01
5065 1.4860e-01 1.2513e-01 2.1969e+00 3.4894e+00 1.6824e+00 3.3885e-01 4.7182e+01
5075 1.4760e-01 1.2418e-01 2.2008e+00 3.4764e+00 1.6904e+00 3.4025e-01 4.7260e+01
5085 1.4540e-01 1.2302e-01 2.1970e+00 3.4683e+00 1.6879e+00 3.3374e-01 4.7338e+01
5095 1.4680e-01 1.2297e-01 2.1935e+00 3.4747e+00 1.6926e+00 3.2881e-01 4.7415e+01
5105 1.4860e-01 1.2248e-01 2.1832e+00 3.4848e+00 1.6959e+00 3.2918e-01 4.7493e+01
5115 1.4620e-01 1.2117e-01 2.1897e+00 3.4803e+00 1.7094e+00 3.3271e-01 4.7570e+01
5125 1.4340e-01 1.2087e-01 2.1925e+00 3.4863e+00 1.7107e+00 3.2961e-01 4.7646e+01
5135 1.4280e-01 1.2275e-01 2.2019e+00 3.4977e+00 1.7111e+00 3.1793e-01 4.7723e+01
5144 1.4920e-01 1.2430e-01 2.2004e+00 3.4996e+00 1.7256e+00 3.0481e-01 4.7793e+01
5154 1.4820e-01 1.2263e-01 2.2104e+00 3.4858e+00 1.7201e+00 3.0045e-01 4.7870e+01
5164 1.4760e-01 1.2273e-01 2.2228e+00 3.5037e+00 1.7036e+00 3.1857e-01 4.7947e+01
5174 1.4900e-01 1.2238e-01 2.2254e+00 3.5070e+00 1.6965e+00 3.1714e-01 4.8025e+01
5184 1.4780e-01 1.2213e-01 2.2346e+00 3.4958e+00 1.6910e+00 3.1436e-01 4.8102e+01
5194 1.4940e-01 1.2462e-01 2.2569e+00 3.4885e+00 1.6783e+00 3.0399e-01 4.8180e+01
5205 1.5040e-01 1.2377e-01 2.2402e+00 3.5034e+00 1.6812e+00 2.8891e-01 4.8265e+01
5215 1.4980e-01 1.2390e-01 2.2293e+00 3.4999e+00 1.6867e+00 2.7906e-01 4.8343e+01
5225 1.5020e-01 1.2403e-01 2.2344e+00 3.5200e+00 1.6785e+00 2.9883e-01 4.8421e+01
5235 1.4760e-01 1.2280e-01 2.2299e+00 3.5140e+00 1.6913e+00 3.1178e-01 4.8498e+01
5245 1.4600e-01 1.2380e-01 2.2349e+00 3.5167e+00 1.6999e+00 3.1324e-01 4.8575e+01
5255 1.4840e-01 1.2490e-01 2.2327e+00 3.5389e+00 1.7060e+00 3.0652e-01 4.8652e+01
5265 1.4620e-01 1.2513e-01 2.2343e+00 3.5523e+00 1.6991e+00 3.0075e-01 4.8729e+01
5275 1.4140e-01 1.2517e-01 2.2316e+00 3.5447e+00 1.7058e+00 2.9629e-01 4.8806e+01
5286 1.4440e-01 1.2388e-01 2.2163e+00 3.5465e+00 1.7076e+00 2.8389e-01 4.8891e+01
5296 1.4680e-01 1.2477e-01 2.2197e+00 3.5356e+00 1.7042e+00 3.0682e-01 4.8968e+01
5306 1.4460e-01 1.2508e-01 2.2283e+00 3.5384e+00 1.7061e+00 3.0416e-01 4.9045e+01
5316 1.4600e-01 1.2505e-01 2.2210e+00 3.5399e+00 1.7171e+00 3.0755e-01 4.9122e+01
5327 1.4780e-01 1.2572e-01 2.2377e+00 3.5379e+00 1.7137e+00 2.8701e-01 4.9207e+01
5337 1.4740e-01 1.2325e-01 2.2281e+00 3.5310e+00 1.7188e+00 2.9175e-01 4.9284e+01
5347 1.4360e-01 1.2342e-01 2.2241e+00 3.5261e+00 1.7241e+00 2.8834e-01 4.9361e+01
5358 1.4840e-01 1.2335e-01 2.2164e+00 3.5256e+00 1.7275e+00 2.9196e-01 4.9446e+01
5368 1.4820e-01 1.2308e-01 2.2156e+00 3.5343e+00 1.7391e+00 2.9635e-01 4.9523e+01
5379 1.5060e-01 1.2368e-01 2.2132e+00 3.5256e+00 1.7324e+00 3.0171e-01 4.9609e+01
5389 1.4800e-01 1.2490e-01 2.2148e+00 3.5306e+00 1.7377e+00 2.9385e-01 4.9686e+01
5399 1.4720e-01 1.2265e-01 2.2303e+00 3.5326e+00 1.7542e+00 2.9146e-01 4.9763e+01
5410 1.5020e-01 1.2488e-01 2.2182e+00 3.5167e+00 1.7514e+00 2.8849e-01 4.9849e+01
5420 1.4780e-01 1.2353e-01 2.2248e+00 3.5106e+00 1.7560e+00 2.8531e-01 4.9926e+01
5431 1.4700e-01 1.2302e-01 2.2316e+00 3.5022e+00 1.7440e+00 2.9143e-01 5.0011e+01
5441 1.4700e-01 1.2365e-01 2.2326e+00 3.4973e+00 1.7450e+00 3.0582e-01 5.0088e+01
5452 1.4800e-01 1.2392e-01 2.2591e+00 3.4842e+00 1.7470e+00 2.9626e-01 5.0173e+01
5462 1.4720e-01 1.2357e-01 2.2584e+00 3.4719e+00 1.7553e+00 2.8002e-01 5.0250e+01
5473 1.4620e-01 1.2357e-01 2.2707e+00 3.4813e+00 1.7491e+00 2.8956e-01 5.0334e+01
5484 1.4880e-01 1.2410e-01 2.2808e+00 3.4875e+00 1.7570e+00 2.8753e-01 5.0419e+01
5494 1.5000e-01 1.2492e-01 2.2763e+00 3.4941e+00 1.7588e+00 3.0497e-01 5.0496e+01
5505 1.4880e-01 1.2347e-01 2.2787e+00 3.4864e+00 1.7493e+00 3.1966e-01 5.0580e+01
